test number,type,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%),objective,optimalityGap,execution time
0,mean,-,1530.0,2280.0,7.5,15.12,0.5,1110.0,26.25,577.35,457.35,11.5 - (59.21%),840.0 - (55.85%),8238.634,5.8315e-05,18.14
1,mean,-,1530.0,2280.0,7.5,15.75,0.5,1113.75,26.25,485.12,348.25,6.0 - (31.25%),390.0 - (31.98%),8244.405,2.3309e-05,41.17
2,mean,-,1530.0,2280.0,7.5,14.88,1.0,1050.0,7.5,525.42,409.17,10.5 - (61.8%),780.0 - (63.6%),12061.96,0,50.46
3,mean,-,1530.0,2280.0,7.5,15.12,0.5,1106.25,75.0,627.0,501.38,6.5 - (42.02%),540.0 - (40.22%),8800.575,7.8347e-05,7.7
4,mean,-,1530.0,2280.0,7.5,15.12,0.88,1061.25,0.0,516.15,347.4,9.5 - (59.41%),720.0 - (54.73%),11068.11,9.5799e-05,8.69
5,mean,-,1530.0,2280.0,7.5,15.12,0.62,1095.0,41.25,472.87,292.87,10.0 - (52.66%),660.0 - (49.49%),9102.951,0,4.14
6,mean,-,1530.0,2280.0,7.5,14.75,0.88,1076.25,0.0,469.0,328.37,11.0 - (59.36%),855.0 - (64.9%),11135.62,9.5815e-05,130.09
7,mean,-,1530.0,2280.0,7.5,14.75,0.5,1098.75,33.75,576.85,477.48,10.5 - (50.76%),780.0 - (53.79%),8327.567,0,6.0

0,total,-,12240,18240,60,121,4,8880,210,4618.79,3658.79,23,1680,8238.634,5.8315e-05,18.14
1,total,-,12240,18240,60,126,4,8910,210,3880.9799999999996,2785.98,12,780,8244.405,2.3309e-05,41.17
2,total,-,12240,18240,60,119,8,8400,60,4203.389999999999,3273.39,21,1560,12061.96,0,50.46
3,total,-,12240,18240,60,121,4,8850,600,5016.01,4011.01,13,1080,8800.575,7.8347e-05,7.7
4,total,-,12240,18240,60,121,7,8490,0,4129.22,2779.2200000000003,19,1440,11068.11,9.5799e-05,8.69
5,total,-,12240,18240,60,121,5,8760,330,3782.93,2342.93,20,1320,9102.951,0,4.14
6,total,-,12240,18240,60,118,7,8610,0,3751.9700000000003,2626.9700000000003,22,1710,11135.62,9.5815e-05,130.09
7,total,-,12240,18240,60,118,4,8790,270,4614.8,3819.8,21,1560,8327.567,0,6.0
