operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,2160,2280,8,16,0,1140,0,797.64,737.64,4 - (25.00)%,240 - (21.05)%
1,0,900,2280,8,14,3,1140,240,711.13,681.13,0 - (0.00)%,0 - (0.00)%
2,0,1620,2280,8,12,1,1020,0,477.71,372.71,0 - (0.00)%,0 - (0.00)%
3,0,1080,2280,7,15,0,1170,90,412.96,247.96,0 - (0.00)%,0 - (0.00)%
4,1,1980,2280,10,18,0,1260,0,817.44,667.44,14 - (77.78)%,1020 - (80.95)%
5,0,1440,2280,5,10,0,600,0,360.95,270.95,0 - (0.00)%,0 - (0.00)%
6,0,1800,2280,6,11,1,870,0,437.5,377.5,0 - (0.00)%,0 - (0.00)%
7,0,1260,2280,8,21,1,1350,90,582.97,432.97,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.62,0.75,1068.75,52.5,574.79,473.54,9.0 - (51.39%),630.0 - (51.0%)
min,-,900,-,5,10,0,600,0,360.95,247.96,4 - (25.00%),240 - (21.05%)
25th percentile,-,1215.0,-,6.75,11.75,0.0,982.5,0.0,431.36,347.27,6.5 - (38.2%),435.0 - (36.03%)
75th percentile,-,1845.0,-,8.0,16.5,1.0,1192.5,90.0,732.76,670.86,11.5 - (64.59%),825.0 - (65.97%)
max,-,2160,-,10,21,3,1350,240,817.44,737.64,14 - (77.78%),1020 - (80.95%)
total,-,12240,18240,60,117,6,8550,420,4598.3,3788.3,18,1260
