operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1800,2280,10,19,0,1470,0,594,504,0 - (0.00)%,0 - (0.00)%
1,0,1620,2280,3,6,0,540,0,213,168,0 - (0.00)%,0 - (0.00)%
2,1,1980,2280,8,14,1,990,0,431,341,8 - (57.14)%,540 - (54.55)%
3,0,1080,2280,7,11,0,900,0,341,266,0 - (0.00)%,0 - (0.00)%
4,0,900,2280,6,15,0,1020,120,482,362,0 - (0.00)%,0 - (0.00)%
5,0,1260,2280,8,17,1,1170,0,555,360,0 - (0.00)%,0 - (0.00)%
6,0,1440,2280,9,18,1,1380,0,557,407,0 - (0.00)%,0 - (0.00)%
7,1,2160,2280,9,20,0,1380,0,505,280,9 - (45.00)%,600 - (43.48)%

mean,-,1530.0,2280.0,7.5,15.0,0.38,1106.25,15.0,459.75,336.0,8.5 - (51.07%),570.0 - (49.02%)
min,-,900,-,3,6,0,540,0,213,168,8 - (45.00%),540 - (43.48%)
25th percentile,-,1215.0,-,6.75,13.25,0.0,967.5,0.0,408.5,276.5,8.25 - (48.04%),555.0 - (46.25%)
75th percentile,-,1845.0,-,9.0,18.25,1.0,1380.0,0.0,555.5,373.25,8.75 - (54.1%),585.0 - (51.78%)
max,-,2160,-,10,20,1,1470,120,594,504,9 - (57.14%),600 - (54.55%)
total,-,12240,18240,60,120,3,8850,120,3678,2688,17,1140
