operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1080,2280,7,17,1,1200,120,590,485,0 - (0.00)%,0 - (0.00)%
1,0,1800,2280,6,13,0,1050,0,460,310,0 - (0.00)%,0 - (0.00)%
2,1,1980,2280,9,18,0,1170,0,751,631,9 - (50.00)%,540 - (46.15)%
3,0,1260,2280,6,11,1,780,0,303,108,0 - (0.00)%,0 - (0.00)%
4,0,1440,2280,7,16,0,960,0,687,642,0 - (0.00)%,0 - (0.00)%
5,1,2160,2280,10,16,2,1230,0,1035,990,8 - (50.00)%,600 - (48.78)%
6,0,1620,2280,6,12,0,1020,0,670,580,0 - (0.00)%,0 - (0.00)%
7,0,900,2280,9,18,3,1110,210,675,420,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.12,0.88,1065.0,41.25,646.38,520.75,8.5 - (50.0%),570.0 - (47.46%)
min,-,900,-,6,11,0,780,0,303,108,8 - (50.00%),540 - (46.15%)
25th percentile,-,1215.0,-,6.0,12.75,0.0,1005.0,0.0,557.5,392.5,8.25 - (50.0%),555.0 - (46.81%)
75th percentile,-,1845.0,-,9.0,17.25,1.25,1177.5,30.0,703.0,633.75,8.75 - (50.0%),585.0 - (48.12%)
max,-,2160,-,10,18,3,1230,210,1035,990,9 - (50.00%),600 - (48.78%)
total,-,12240,18240,60,121,7,8520,330,5171,4166,17,1140
