operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,900,2280,7,15,1,1260,360,662.95,527.95,0 - (0.00)%,0 - (0.00)%
1,0,1440,2280,8,18,4,1260,0,671.84,521.84,0 - (0.00)%,0 - (0.00)%
2,1,1980,2280,10,17,4,1260,0,514.82,364.82,12 - (70.59)%,900 - (71.43)%
3,0,1620,2280,7,13,0,930,0,595.0,505.0,0 - (0.00)%,0 - (0.00)%
4,1,2160,2280,9,17,4,1110,0,892.75,817.75,7 - (41.18)%,510 - (45.95)%
5,0,1080,2280,7,11,0,660,0,372.88,237.88,0 - (0.00)%,0 - (0.00)%
6,0,1260,2280,6,12,1,810,0,377.78,272.78,0 - (0.00)%,0 - (0.00)%
7,0,1800,2280,6,13,0,960,0,695.15,575.15,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.5,1.75,1031.25,45.0,597.9,477.9,9.5 - (55.89%),705.0 - (58.69%)
min,-,900,-,6,11,0,660,0,372.88,237.88,7 - (41.18%),510 - (45.95%)
25th percentile,-,1215.0,-,6.75,12.75,0.0,900.0,0.0,480.56,341.81,8.25 - (48.53%),607.5 - (52.32%)
75th percentile,-,1845.0,-,8.25,17.0,4.0,1260.0,0.0,677.67,539.75,10.75 - (63.24%),802.5 - (65.06%)
max,-,2160,-,10,18,4,1260,360,892.75,817.75,12 - (70.59%),900 - (71.43%)
total,-,12240,18240,60,116,14,8250,360,4783.17,3823.17,19,1410
