operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1800,2280,5,8,0,720,0,216,96,0 - (0.00)%,0 - (0.00)%
1,1,2160,2280,8,17,0,1350,0,640,565,6 - (35.29)%,480 - (35.56)%
2,0,1080,2280,7,15,1,1080,0,450,300,0 - (0.00)%,0 - (0.00)%
3,0,1440,2280,10,16,2,1140,0,454,319,0 - (0.00)%,0 - (0.00)%
4,0,900,2280,7,16,0,1110,210,469,364,0 - (0.00)%,0 - (0.00)%
5,0,1260,2280,7,16,2,1140,0,731,656,0 - (0.00)%,0 - (0.00)%
6,0,1620,2280,8,17,0,1230,0,504,354,0 - (0.00)%,0 - (0.00)%
7,1,1980,2280,8,14,1,960,0,385,265,8 - (57.14)%,480 - (50.00)%

mean,-,1530.0,2280.0,7.5,14.88,0.75,1091.25,26.25,481.12,364.88,7.0 - (46.22%),480.0 - (42.78%)
min,-,900,-,5,8,0,720,0,216,96,6 - (35.29%),480 - (35.56%)
25th percentile,-,1215.0,-,7.0,14.75,0.0,1050.0,0.0,433.75,291.25,6.5 - (40.75%),480.0 - (39.17%)
75th percentile,-,1845.0,-,8.0,16.25,1.25,1162.5,0.0,538.0,414.25,7.5 - (51.68%),480.0 - (46.39%)
max,-,2160,-,10,17,2,1350,210,731,656,8 - (57.14%),480 - (50.00%)
total,-,12240,18240,60,119,6,8730,210,3849,2919,14,960
