operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,1860,2280,9,20,1,1470,0,669.39,534.39,13 - (65.00)%,1020 - (69.39)%
1,0,1020,2280,5,14,3,840,0,1194.6,1119.6,0 - (0.00)%,0 - (0.00)%
2,0,1440,2280,7,13,0,960,0,575.94,500.94,0 - (0.00)%,0 - (0.00)%
3,0,900,2280,8,14,0,1020,120,508.42,388.42,0 - (0.00)%,0 - (0.00)%
4,1,2040,2280,8,15,0,1140,0,925.36,880.36,2 - (13.33)%,120 - (10.53)%
5,0,1140,2280,8,15,0,1020,0,565.1,475.1,0 - (0.00)%,0 - (0.00)%
6,0,1320,2280,4,8,0,570,0,628.55,553.55,0 - (0.00)%,0 - (0.00)%
7,0,1620,2280,11,23,0,1590,0,673.02,553.02,0 - (0.00)%,0 - (0.00)%
8,0,1740,2280,5,11,0,930,0,792.74,732.74,0 - (0.00)%,0 - (0.00)%
9,0,960,2280,4,11,0,930,0,332.32,227.32,0 - (0.00)%,0 - (0.00)%
10,1,1980,2280,8,14,1,1080,0,1058.25,998.25,5 - (35.71)%,300 - (27.78)%
11,0,1800,2280,9,17,1,1320,0,836.95,776.95,0 - (0.00)%,0 - (0.00)%
12,0,1380,2280,7,13,0,990,0,552.44,522.44,0 - (0.00)%,0 - (0.00)%
13,0,1200,2280,10,20,2,1320,120,674.3,569.3,0 - (0.00)%,0 - (0.00)%
14,0,1560,2280,10,22,0,1320,0,880.34,790.34,0 - (0.00)%,0 - (0.00)%
15,1,2160,2280,7,19,0,1140,0,657.86,522.86,12 - (63.16)%,720 - (63.16)%

mean,-,1507.5,2280.0,7.5,15.56,0.5,1102.5,15.0,720.35,634.1,8.0 - (44.3%),540.0 - (42.72%)
min,-,900,-,4,8,0,570,0,332.32,227.32,2 - (13.33%),120 - (10.53%)
25th percentile,-,1185.0,-,6.5,13.0,0.0,952.5,0.0,573.23,517.07,4.25 - (30.12%),255.0 - (23.47%)
75th percentile,-,1815.0,-,9.0,19.25,1.0,1320.0,0.0,847.8,780.3,12.25 - (63.62%),795.0 - (64.72%)
max,-,2160,-,11,23,3,1590,120,1194.6,1119.6,13 - (65.00%),1020 - (69.39%)
total,-,24120,36480,120,249,8,17640,240,11525.580000000002,10145.580000000002,32,2160
