operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1800,2280,9,16,0,1260,0,607.3,472.3,0 - (0.00)%,0 - (0.00)%
1,1,2160,2280,9,20,0,1410,0,572.07,407.07,11 - (55.00)%,720 - (51.06)%
2,0,1620,2280,4,10,0,810,0,332.15,302.15,0 - (0.00)%,0 - (0.00)%
3,0,1260,2280,10,18,0,1320,60,452.62,287.62,0 - (0.00)%,0 - (0.00)%
4,0,1440,2280,4,7,0,540,0,310.04,280.04,0 - (0.00)%,0 - (0.00)%
5,1,1980,2280,9,16,0,1080,0,557.78,482.78,8 - (50.00)%,480 - (44.44)%
6,0,1080,2280,7,18,1,1380,300,714.13,519.13,0 - (0.00)%,0 - (0.00)%
7,0,900,2280,8,18,2,1200,300,636.27,516.27,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.38,0.38,1125.0,82.5,522.8,408.42,9.5 - (52.5%),600.0 - (47.75%)
min,-,900,-,4,7,0,540,0,310.04,280.04,8 - (50.00%),480 - (44.44%)
25th percentile,-,1215.0,-,6.25,14.5,0.0,1012.5,0.0,422.5,298.52,8.75 - (51.25%),540.0 - (46.1%)
75th percentile,-,1845.0,-,9.0,18.0,0.25,1335.0,120.0,614.54,491.15,10.25 - (53.75%),660.0 - (49.4%)
max,-,2160,-,10,20,2,1410,300,714.13,519.13,11 - (55.00%),720 - (51.06%)
total,-,12240,18240,60,123,3,9000,660,4182.360000000001,3267.3599999999997,19,1200
