operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,2160,2280,8,17,3,1140,0,738.51,633.51,3 - (17.65)%,180 - (15.79)%
1,0,1620,2280,7,15,0,1170,0,344.06,179.06,0 - (0.00)%,0 - (0.00)%
2,0,1260,2280,9,18,2,1170,0,708.9,678.9,0 - (0.00)%,0 - (0.00)%
3,0,900,2280,8,18,2,1380,480,645.57,510.57,0 - (0.00)%,0 - (0.00)%
4,0,1080,2280,7,13,0,900,0,384.08,279.08,0 - (0.00)%,0 - (0.00)%
5,1,1980,2280,8,16,0,1200,0,685.75,535.75,9 - (56.25)%,720 - (60.00)%
6,0,1800,2280,7,12,0,870,0,327.16,102.16,0 - (0.00)%,0 - (0.00)%
7,0,1440,2280,6,11,0,720,0,327.98,222.98,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.0,0.88,1068.75,60.0,520.25,392.75,6.0 - (36.95%),450.0 - (37.89%)
min,-,900,-,6,11,0,720,0,327.16,102.16,3 - (17.65%),180 - (15.79%)
25th percentile,-,1215.0,-,7.0,12.75,0.0,892.5,0.0,340.04,212.0,4.5 - (27.3%),315.0 - (26.84%)
75th percentile,-,1845.0,-,8.0,17.25,2.0,1177.5,0.0,691.54,560.19,7.5 - (46.6%),585.0 - (48.95%)
max,-,2160,-,9,18,3,1380,480,738.51,678.9,9 - (56.25%),720 - (60.00%)
total,-,12240,18240,60,120,7,8550,480,4162.01,3142.0099999999998,12,900
