operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1620,2280,6,13,0,900,0,376.73,211.73,0 - (0.00)%,0 - (0.00)%
1,1,1980,2280,7,15,1,1080,0,785.27,710.27,3 - (20.00)%,180 - (16.67)%
2,0,1080,2280,10,23,0,1500,420,713.9,503.9,0 - (0.00)%,0 - (0.00)%
3,0,1440,2280,6,11,0,990,0,327.21,222.21,0 - (0.00)%,0 - (0.00)%
4,1,2160,2280,11,18,4,1320,0,828.51,708.51,8 - (44.44)%,600 - (45.45)%
5,0,1800,2280,8,15,0,1080,0,397.76,157.76,0 - (0.00)%,0 - (0.00)%
6,0,900,2280,4,12,0,870,0,470.67,365.67,0 - (0.00)%,0 - (0.00)%
7,0,1260,2280,8,13,0,1020,0,442.53,292.53,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.0,0.62,1095.0,52.5,542.82,396.57,5.5 - (32.22%),390.0 - (31.06%)
min,-,900,-,4,11,0,870,0,327.21,157.76,3 - (20.00%),180 - (16.67%)
25th percentile,-,1215.0,-,6.0,12.75,0.0,967.5,0.0,392.5,219.59,4.25 - (26.11%),285.0 - (23.86%)
75th percentile,-,1845.0,-,8.5,15.75,0.25,1140.0,0.0,731.74,555.05,6.75 - (38.33%),495.0 - (38.26%)
max,-,2160,-,11,23,4,1500,420,828.51,710.27,8 - (44.44%),600 - (45.45%)
total,-,12240,18240,60,120,5,8760,420,4342.58,3172.58,11,780
