operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1800,2280,9,17,0,1080,0,450,210,0 - (0.00)%,0 - (0.00)%
1,0,1620,2280,7,12,1,840,0,528,378,0 - (0.00)%,0 - (0.00)%
2,1,1980,2280,12,18,3,1380,0,793,643,12 - (66.67)%,930 - (67.39)%
3,0,1440,2280,6,18,0,1380,0,435,240,0 - (0.00)%,0 - (0.00)%
4,0,900,2280,5,10,0,600,0,210,0,0 - (0.00)%,0 - (0.00)%
5,0,1260,2280,8,15,1,960,0,632,437,0 - (0.00)%,0 - (0.00)%
6,1,2160,2280,8,18,4,1140,0,497,317,11 - (61.11)%,660 - (57.89)%
7,0,1080,2280,5,13,0,990,0,417,297,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.12,1.12,1046.25,0.0,495.25,315.25,11.5 - (63.89%),795.0 - (62.64%)
min,-,900,-,5,10,0,600,0,210,0,11 - (61.11%),660 - (57.89%)
25th percentile,-,1215.0,-,5.75,12.75,0.0,930.0,0.0,430.5,232.5,11.25 - (62.5%),727.5 - (60.26%)
75th percentile,-,1845.0,-,8.25,18.0,1.5,1200.0,0.0,554.0,392.75,11.75 - (65.28%),862.5 - (65.02%)
max,-,2160,-,12,18,4,1380,0,793,643,12 - (66.67%),930 - (67.39%)
total,-,12240,18240,60,121,9,8370,0,3962,2522,23,1590
