operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1140,2280,4,7,1,420,0,348.38,333.38,0 - (0.00)%,0 - (0.00)%
1,0,1020,2280,5,15,2,1080,60,846.73,756.73,0 - (0.00)%,0 - (0.00)%
2,0,1740,2280,5,9,0,630,0,474.16,474.16,0 - (0.00)%,0 - (0.00)%
3,0,1800,2280,11,18,5,1410,0,826.09,781.09,0 - (0.00)%,0 - (0.00)%
4,0,960,2280,8,16,2,1170,210,1287.24,1227.24,0 - (0.00)%,0 - (0.00)%
5,1,2040,2280,8,15,1,1260,0,1143.99,1098.99,2 - (13.33)%,120 - (9.52)%
6,1,1980,2280,8,14,5,900,0,1166.9,1136.9,5 - (35.71)%,300 - (33.33)%
7,0,900,2280,5,12,0,960,60,1054.36,1039.36,0 - (0.00)%,0 - (0.00)%
8,0,1620,2280,8,10,5,630,0,851.7,821.7,0 - (0.00)%,0 - (0.00)%
9,0,1320,2280,4,8,1,480,0,429.0,399.0,0 - (0.00)%,0 - (0.00)%
10,1,1860,2280,7,15,0,1260,0,948.56,873.56,9 - (60.00)%,660 - (52.38)%
11,0,1200,2280,10,14,1,1050,0,739.6,694.6,0 - (0.00)%,0 - (0.00)%
12,0,1560,2280,7,13,2,990,0,602.48,557.48,0 - (0.00)%,0 - (0.00)%
13,0,1380,2280,8,15,0,1230,0,719.44,629.44,0 - (0.00)%,0 - (0.00)%
14,0,1440,2280,12,21,3,1320,0,956.41,881.41,0 - (0.00)%,0 - (0.00)%
15,1,2160,2280,10,15,5,1050,0,1053.42,1038.42,9 - (60.00)%,600 - (57.14)%

mean,-,1507.5,2280.0,7.5,13.56,2.06,990.0,20.62,840.53,796.47,6.25 - (42.26%),420.0 - (38.09%)
min,-,900,-,4,7,0,420,0,348.38,333.38,2 - (13.33%),120 - (9.52%)
25th percentile,-,1185.0,-,5.0,11.5,0.75,832.5,0.0,690.2,611.45,4.25 - (30.12%),255.0 - (27.38%)
75th percentile,-,1815.0,-,8.5,15.0,3.5,1237.5,0.0,1053.66,1038.66,9.0 - (60.0%),615.0 - (53.57%)
max,-,2160,-,12,21,5,1410,210,1287.24,1227.24,9 - (60.00%),660 - (57.14%)
total,-,24120,36480,120,217,33,15840,330,13448.46,12743.46,25,1680
