operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1260,2280,9,15,1,1110,0,420.86,255.86,0 - (0.00)%,0 - (0.00)%
1,0,1440,2280,8,20,0,1290,0,595.55,430.55,0 - (0.00)%,0 - (0.00)%
2,0,1080,2280,8,15,1,1080,0,532.89,412.89,0 - (0.00)%,0 - (0.00)%
3,1,1980,2280,8,18,0,1440,0,550.47,385.47,11 - (61.11)%,900 - (62.50)%
4,0,1800,2280,5,9,0,660,0,320.28,260.28,0 - (0.00)%,0 - (0.00)%
5,0,900,2280,6,16,0,960,60,614.91,524.91,0 - (0.00)%,0 - (0.00)%
6,1,2160,2280,11,16,6,1020,0,601.02,526.02,10 - (62.50)%,660 - (64.71)%
7,0,1620,2280,5,10,0,840,0,567.41,477.41,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.88,1.0,1050.0,7.5,525.42,409.17,10.5 - (61.8%),780.0 - (63.6%)
min,-,900,-,5,9,0,660,0,320.28,255.86,10 - (61.11%),660 - (62.50%)
25th percentile,-,1215.0,-,5.75,13.75,0.0,930.0,0.0,504.88,354.17,10.25 - (61.46%),720.0 - (63.05%)
75th percentile,-,1845.0,-,8.25,16.5,1.0,1155.0,0.0,596.92,489.28,10.75 - (62.15%),840.0 - (64.16%)
max,-,2160,-,11,20,6,1440,60,614.91,526.02,11 - (62.50%),900 - (64.71%)
total,-,12240,18240,60,119,8,8400,60,4203.389999999999,3273.39,21,1560
