operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1080,2280,8,18,2,1290,210,521,326,0 - (0.00)%,0 - (0.00)%
1,1,1980,2280,7,17,0,1110,0,738,588,4 - (23.53)%,240 - (21.62)%
2,0,900,2280,9,19,2,1320,420,673,583,0 - (0.00)%,0 - (0.00)%
3,0,1620,2280,6,14,0,960,0,388,268,0 - (0.00)%,0 - (0.00)%
4,0,1260,2280,8,14,2,1020,0,566,416,0 - (0.00)%,0 - (0.00)%
5,0,1800,2280,5,7,0,540,0,266,221,0 - (0.00)%,0 - (0.00)%
6,1,2160,2280,10,18,1,1260,0,708,573,9 - (50.00)%,600 - (47.62)%
7,0,1440,2280,7,13,0,1140,0,739,709,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.0,0.88,1080.0,78.75,574.88,460.5,6.5 - (36.77%),420.0 - (34.62%)
min,-,900,-,5,7,0,540,0,266,221,4 - (23.53%),240 - (21.62%)
25th percentile,-,1215.0,-,6.75,13.75,0.0,1005.0,0.0,487.75,311.5,5.25 - (30.15%),330.0 - (28.12%)
75th percentile,-,1845.0,-,8.25,18.0,2.0,1267.5,52.5,715.5,584.25,7.75 - (43.38%),510.0 - (41.12%)
max,-,2160,-,10,19,2,1320,420,739,709,9 - (50.00%),600 - (47.62%)
total,-,12240,18240,60,120,7,8640,630,4599,3684,13,840
