operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1080,2280,6,11,0,780,0,410,335,0 - (0.00)%,0 - (0.00)%
1,1,2160,2280,6,14,2,990,0,486,336,9 - (64.29)%,600 - (60.61)%
2,0,1800,2280,9,19,1,1260,0,771,681,0 - (0.00)%,0 - (0.00)%
3,1,1980,2280,8,17,1,1200,0,733,688,5 - (29.41)%,300 - (25.00)%
4,0,1440,2280,7,15,2,1200,0,922,847,0 - (0.00)%,0 - (0.00)%
5,0,1260,2280,11,16,6,1170,0,612,492,0 - (0.00)%,0 - (0.00)%
6,0,900,2280,6,9,1,540,0,396,336,0 - (0.00)%,0 - (0.00)%
7,0,1620,2280,7,11,3,720,0,592,577,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.0,2.0,982.5,0.0,615.25,536.5,7.0 - (46.85%),450.0 - (42.8%)
min,-,900,-,6,9,0,540,0,396,335,5 - (29.41%),300 - (25.00%)
25th percentile,-,1215.0,-,6.0,11.0,1.0,765.0,0.0,467.0,336.0,6.0 - (38.13%),375.0 - (33.9%)
75th percentile,-,1845.0,-,8.25,16.25,2.25,1200.0,0.0,742.5,682.75,8.0 - (55.57%),525.0 - (51.71%)
max,-,2160,-,11,19,6,1260,0,922,847,9 - (64.29%),600 - (60.61%)
total,-,12240,18240,60,112,16,7860,0,4922,4292,14,900
