operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,900,2280,6,14,0,1020,120,334.93,169.93,0 - (0.00)%,0 - (0.00)%
1,0,1620,2280,7,15,3,1140,0,433.53,268.53,0 - (0.00)%,0 - (0.00)%
2,0,1440,2280,5,12,0,870,0,303.88,183.88,0 - (0.00)%,0 - (0.00)%
3,0,1800,2280,8,14,0,900,0,384.83,249.83,0 - (0.00)%,0 - (0.00)%
4,1,2160,2280,11,18,3,1320,0,446.33,311.33,9 - (50.00)%,600 - (45.45)%
5,1,1980,2280,8,17,0,1140,0,661.31,526.31,9 - (52.94)%,540 - (47.37)%
6,0,1260,2280,8,17,0,1260,0,607.82,472.82,0 - (0.00)%,0 - (0.00)%
7,0,1080,2280,7,11,1,780,0,472.15,412.15,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.75,0.88,1053.75,15.0,455.6,324.35,9.0 - (51.47%),570.0 - (46.41%)
min,-,900,-,5,11,0,780,0,303.88,169.93,9 - (50.00%),540 - (45.45%)
25th percentile,-,1215.0,-,6.75,13.5,0.0,892.5,0.0,372.36,233.34,9.0 - (50.74%),555.0 - (45.93%)
75th percentile,-,1845.0,-,8.0,17.0,1.5,1170.0,0.0,506.07,427.32,9.0 - (52.2%),585.0 - (46.89%)
max,-,2160,-,11,18,3,1320,120,661.31,526.31,9 - (52.94%),600 - (47.37%)
total,-,12240,18240,60,118,7,8430,120,3644.7799999999997,2594.7799999999997,18,1140
