operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1080,2280,7,16,0,1110,30,785.13,680.13,0 - (0.00)%,0 - (0.00)%
1,1,1980,2280,8,15,2,1290,0,556.17,466.17,5 - (33.33)%,450 - (34.88)%
2,0,1260,2280,7,9,0,540,0,285.26,210.26,0 - (0.00)%,0 - (0.00)%
3,1,2160,2280,7,15,2,960,0,678.41,633.41,2 - (13.33)%,120 - (12.50)%
4,0,900,2280,5,8,0,600,0,214.74,94.74,0 - (0.00)%,0 - (0.00)%
5,0,1440,2280,9,19,1,1440,0,568.58,373.58,0 - (0.00)%,0 - (0.00)%
6,0,1800,2280,10,20,2,1470,0,668.24,518.24,0 - (0.00)%,0 - (0.00)%
7,0,1620,2280,7,13,0,1050,0,657.27,552.27,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.38,0.88,1057.5,3.75,551.72,441.1,3.5 - (23.33%),285.0 - (23.69%)
min,-,900,-,5,8,0,540,0,214.74,94.74,2 - (13.33%),120 - (12.50%)
25th percentile,-,1215.0,-,7.0,12.0,0.0,870.0,0.0,488.44,332.75,2.75 - (18.33%),202.5 - (18.1%)
75th percentile,-,1845.0,-,8.25,16.75,2.0,1327.5,0.0,670.78,572.55,4.25 - (28.33%),367.5 - (29.29%)
max,-,2160,-,10,20,2,1470,30,785.13,680.13,5 - (33.33%),450 - (34.88%)
total,-,12240,18240,60,115,7,8460,30,4413.799999999999,3528.7999999999997,7,570
