/*********************************************
 * OPL 22.1.1.0 Data
 * Author: frankp
 * Creation Date: May 13, 2023 at 9:51:04 PM
 *********************************************/

timeSlotDuration = 60;
maxSkill = 2;
minSkill = 1;

numDays = 5;
numTimeSlots = 8;

numPatients = 20;

numOperators = 7;
operatorSkill = [1,1,1,1,2,2,2];
operatorWage = [1,1,1,1,1.5,1.5,1.5];
operatorTime = [1800,1800,1800,1200,1800,1800,1200];
operatorAvailability = [
	   [[0, 1, 0, 0, 0, 1, 1, 1],
        [1, 1, 0, 1, 1, 0, 1, 1],
        [0, 1, 1, 1, 1, 1, 1, 0],
        [1, 0, 1, 1, 1, 1, 1, 1],
        [1, 0, 1, 0, 1, 1, 1, 1]],

       [[1, 1, 1, 1, 0, 1, 1, 1],
        [1, 1, 1, 1, 1, 1, 1, 1],
        [1, 0, 0, 1, 1, 0, 1, 1],
        [1, 1, 1, 1, 0, 0, 1, 0],
        [1, 0, 1, 1, 1, 0, 1, 1]],

       [[1, 1, 0, 1, 1, 1, 1, 0],
        [1, 1, 1, 0, 0, 1, 1, 0],
        [0, 1, 1, 0, 1, 1, 1, 1],
        [1, 1, 1, 1, 1, 1, 1, 1],
        [0, 0, 0, 1, 1, 1, 1, 1]],

       [[1, 1, 1, 1, 1, 0, 1, 1],
        [0, 0, 1, 1, 1, 1, 1, 1],
        [1, 1, 1, 1, 1, 1, 1, 1],
        [0, 1, 1, 1, 1, 1, 1, 0],
        [0, 1, 1, 0, 0, 1, 1, 1]],

       [[1, 1, 1, 0, 1, 0, 1, 1],
        [1, 1, 1, 1, 1, 1, 1, 1],
        [1, 1, 0, 1, 1, 1, 1, 1],
        [1, 1, 1, 0, 1, 1, 0, 1],
        [1, 1, 1, 1, 1, 1, 1, 1]],

       [[1, 1, 1, 1, 1, 1, 0, 1],
        [1, 1, 0, 1, 1, 0, 1, 1],
        [0, 0, 1, 1, 1, 1, 0, 1],
        [1, 1, 1, 1, 1, 1, 1, 1],
        [1, 1, 1, 1, 1, 1, 1, 1]],

       [[1, 1, 1, 1, 1, 1, 1, 1],
        [1, 1, 1, 1, 0, 0, 1, 0],
        [1, 1, 1, 0, 1, 1, 1, 1],
        [1, 1, 1, 0, 1, 1, 1, 1],
        [0, 1, 1, 1, 1, 1, 1, 0]]
];

numVisits = 3;
visitSkill = [1,1,2];
visitDuration = [45,20,30];

commutingTime = [
	[0,9,8,13,5,5,23,23,12,10,12,24,10,17,10,20,12,19,1,16,18,12,22,21,7,7,18],
	[9,0,15,22,13,12,32,31,9,11,10,32,19,17,20,26,18,27,9,23,20,20,29,30,7,13,26],
	[8,15,0,8,11,3,17,16,12,9,11,17,11,13,10,12,18,12,9,8,12,14,14,15,9,3,12],
	[13,22,8,0,13,10,10,11,21,17,19,11,9,21,7,12,18,8,13,7,18,11,11,7,17,11,4],
	[5,13,11,13,0,9,22,24,18,16,17,24,6,22,7,22,7,21,4,18,22,7,24,20,12,12,17],
	[5,12,3,10,9,0,20,19,11,8,10,20,11,13,11,15,16,15,6,11,13,13,17,18,6,2,14],
	[23,32,17,10,22,20,0,5,30,26,28,5,17,27,15,14,26,9,23,12,24,19,10,2,27,20,5],
	[23,31,16,11,24,19,5,0,27,24,26,1,20,24,18,9,29,5,24,9,20,22,5,6,25,19,7],
	[12,9,12,21,18,11,30,27,0,3,1,28,22,8,22,20,24,22,13,18,11,24,24,28,5,9,24],
	[10,11,9,17,16,8,26,24,3,0,2,24,19,7,19,16,23,19,12,14,9,21,20,24,4,6,21],
	[12,10,11,19,17,10,28,26,1,2,0,27,21,7,21,18,24,21,13,17,10,23,22,26,5,8,23],
	[24,32,17,11,24,20,5,1,28,24,27,0,20,25,18,10,29,5,24,10,21,22,6,5,26,19,7],
	[10,19,11,9,6,11,17,20,22,19,21,20,0,25,2,20,9,17,9,16,23,2,20,15,17,13,13],
	[17,17,13,21,22,13,27,24,8,7,7,25,25,0,24,15,29,19,19,15,4,27,19,26,11,11,23],
	[10,20,10,7,7,11,15,18,22,19,21,18,2,24,0,18,11,15,10,14,22,4,18,13,17,13,11],
	[20,26,12,12,22,15,14,9,20,16,18,10,20,15,18,0,28,5,21,4,11,23,4,13,19,13,11],
	[12,18,18,18,7,16,26,29,24,23,24,29,9,29,11,28,0,26,10,24,29,7,29,24,19,19,22],
	[19,27,12,8,21,15,9,5,22,19,21,5,17,19,15,5,26,0,20,4,15,20,3,8,20,14,6],
	[1,9,9,13,4,6,23,24,13,12,13,24,9,19,10,21,10,20,0,17,19,11,23,21,8,8,18],
	[16,23,8,7,18,11,12,9,18,14,17,10,16,15,14,4,24,4,17,0,12,18,6,11,16,10,8],
	[18,20,12,18,22,13,24,20,11,9,10,21,23,4,22,11,29,15,19,12,0,26,15,23,13,10,20],
	[12,20,14,11,7,13,19,22,24,21,23,22,2,27,4,23,7,20,11,18,26,0,23,17,19,16,15],
	[22,29,14,11,24,17,10,5,24,20,22,6,20,19,18,4,29,3,23,6,15,23,0,10,22,16,9],
	[21,30,15,7,20,18,2,6,28,24,26,5,15,26,13,13,24,8,21,11,23,17,10,0,25,18,3],
	[7,7,9,17,12,6,27,25,5,4,5,26,17,11,17,19,19,20,8,16,13,19,22,25,0,6,21],
	[7,13,3,11,12,2,20,19,9,6,8,19,13,11,13,13,19,14,8,10,10,16,16,18,6,0,15],
	[18,26,12,4,17,14,5,7,24,21,23,7,13,23,11,11,22,6,18,8,20,15,9,3,21,15,0]	
];

commutingCost = 0.2;

Requests = {
	<1, 1, 2, 1, 5>,
	<2, 1, 2, 2, 8>,
	<3, 2, 1, 1, 3>,
	<4, 2, 2, 2, 8>,
	<5, 2, 1, 3, 3>,
	<6, 2, 1, 5, 3>,
	<7, 3, 1, 2, 6>,
	<8, 3, 2, 3, 5>,
	<9, 3, 2, 5, 6>,
	<10, 4, 2, 2, 6>,
	<11, 4, 3, 4, 5>,
	<12, 4, 1, 5, 6>,
	<13, 6, 2, 2, 5>,
	<14, 7, 1, 3, 3>,
	<15, 8, 1, 2, 6>,
	<16, 9, 3, 2, 8>,
	<17, 9, 1, 3, 8>,
	<18, 9, 2, 4, 5>,
	<19, 10, 2, 2, 1>,
	<20, 10, 1, 5, 8>,
	<21, 11, 1, 2, 1>,
	<22, 11, 1, 3, 7>,
	<23, 11, 1, 4, 5>,
	<24, 11, 1, 5, 5>,
	<25, 12, 1, 2, 3>,
	<26, 12, 1, 3, 4>,
	<27, 12, 1, 4, 4>,
	<28, 12, 1, 5, 5>,
	<29, 13, 2, 1, 6>,
	<30, 13, 1, 2, 6>,
	<31, 13, 2, 3, 7>,
	<32, 13, 3, 4, 5>,
	<33, 13, 1, 5, 4>,
	<34, 14, 1, 4, 4>,
	<35, 14, 1, 5, 8>,
	<36, 15, 1, 3, 3>,
	<37, 15, 1, 4, 3>,
	<38, 16, 2, 3, 8>,
	<39, 16, 1, 5, 7>,
	<40, 17, 2, 1, 5>,
	<41, 17, 1, 4, 5>,
	<42, 17, 2, 5, 3>,
	<43, 18, 1, 2, 3>,
	<44, 18, 2, 5, 1>,
	<45, 19, 1, 1, 1>,
	<46, 19, 1, 2, 4>,
	<47, 20, 1, 1, 3>,
	<48, 20, 2, 2, 2>,
	<49, 20, 2, 4, 7>,
	<50, 20, 1, 5, 6>
};
