/*********************************************
 * OPL 22.1.1.0 Data
 * Author: frankp
 * Creation Date: May 13, 2023 at 9:51:04 PM
 *********************************************/

timeSlotDuration = 240;
maxDailyTime = 420;
maxSkill = 2;
minSkill = 1;
visitPercThreshold = 0.5;

numTimeSlots = 10;

numOperators = 7;
operatorSkill = [1,1,1,1,2,2,2];
operatorWage = [1,1,1,1,1.5,1.5,1.5];
operatorTime = [1800,1800,1800,1200,1800,1800,1200];
operatorAvailability = [
	[1,1,0,1,1,1,1,1,0,1],
	[1,1,1,1,1,1,0,0,1,1],
	[1,1,1,1,0,0,1,1,1,1],
	[0,0,0,0,1,1,1,1,1,1],
	[1,1,0,0,1,1,1,1,1,1],
	[0,0,1,1,1,1,1,1,1,1],
	[1,1,1,1,0,0,0,0,0,0]
];

numVisits = 3;
visitSkill = [1,1,2];
visitTime = [45,20,30];

numPatients = 20;
commutingTime = [
	[0,16,18,6,13,20,19,4,7,20,20,15,18,6,2,3,13,13,17,9],
	[16,0,6,7,1,2,19,1,6,17,10,15,16,14,7,11,14,7,19,3],
	[18,6,0,14,7,13,14,8,14,4,8,16,10,1,8,1,19,15,4,12],
	[6,7,14,0,10,1,1,12,10,14,3,20,16,16,1,10,18,14,12,2],
	[13,1,7,10,0,3,1,13,3,12,13,10,4,2,19,8,20,16,13,3],
	[20,2,13,1,3,0,13,7,6,3,2,7,4,10,20,15,10,7,16,15],
	[19,19,14,1,1,13,0,16,10,17,16,17,18,13,10,5,15,8,13,13],
	[4,1,8,12,13,7,16,0,7,10,2,16,3,9,20,13,1,1,12,7],
	[7,6,14,10,3,6,10,7,0,8,9,2,4,10,16,12,19,1,4,7],
	[20,17,4,14,12,3,17,10,8,0,12,17,9,1,18,8,5,5,4,13],
	[20,10,8,3,13,2,16,2,9,12,0,4,13,8,4,2,16,16,18,9],
	[15,15,16,20,10,7,17,16,2,17,4,0,4,5,19,5,7,13,10,2],
	[18,16,10,16,4,4,18,3,4,9,13,4,0,15,1,15,20,11,17,18],
	[6,14,1,16,2,10,13,9,10,1,8,5,15,0,9,11,8,7,9,12],
	[2,7,8,1,19,20,10,20,16,18,4,19,1,9,0,4,7,8,3,2],
	[3,11,1,10,8,15,5,13,12,8,2,5,15,11,4,0,13,2,3,2],
	[13,14,19,18,20,10,15,1,19,5,16,7,20,8,7,13,0,1,3,9],
	[13,7,15,14,16,7,8,1,1,5,16,13,11,7,8,2,1,0,19,2],
	[17,19,4,12,13,16,13,12,4,4,18,10,17,9,3,3,3,19,0,8],
	[9,3,12,2,3,15,13,7,7,13,9,2,18,12,2,2,9,2,8,0]	
];
initialCommutingTime = [1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20];
commutingCost = 2;

Requests = {
	<1, 8, 1, [1 1 1 1 1 1 1 1 1 1], 1>,
	<2, 11, 3, [1 1 1 1 1 1 1 1 1 1], 1>,
	<3, 5, 3, [1 1 1 1 1 1 1 1 1 1], 1>,
	<4, 20, 1, [1 1 1 1 1 1 1 1 1 1], 1>,
	<5, 11, 1, [1 1 1 1 1 1 1 1 1 1], 2>,
	<6, 11, 1, [1 1 1 1 1 1 1 1 1 1], 1>,
	<7, 17, 1, [1 1 1 1 1 1 1 1 1 1], 1>,
	<8, 18, 1, [1 1 1 1 1 1 1 1 1 1], 1>,
	<9, 12, 1, [1 1 1 1 1 1 1 1 1 1], 1>,
	<10, 10, 2, [1 1 1 1 1 1 1 1 1 1], 1>,
	<11, 9, 2, [1 1 1 1 1 1 1 1 1 1], 1>,
	<12, 20, 1, [1 1 0 1 0 1 1 1 0 0], 1>,
	<13, 6, 3, [1 1 0 0 1 1 1 0 1 0], 1>,
	<14, 3, 3, [1 1 1 1 1 1 1 1 1 1], 2>,
	<15, 9, 3, [1 1 1 1 1 1 1 1 1 1], 1>,
	<16, 13, 1, [1 1 1 1 1 1 1 0 1 0], 1>,
	<17, 12, 3, [1 1 1 1 1 1 1 1 1 1], 1>,
	<18, 13, 2, [1 1 1 1 1 1 1 1 1 1], 1>,
	<19, 3, 1, [1 1 1 1 1 1 0 1 1 1], 1>,
	<20, 18, 3, [1 1 1 0 1 1 1 1 1 0], 1>,
	<21, 1, 1, [1 1 1 0 0 1 1 1 0 1], 1>,
	<22, 14, 1, [0 1 1 1 0 1 1 0 0 1], 1>,
	<23, 20, 2, [1 1 0 0 1 1 1 1 1 1], 2>,
	<24, 5, 1, [1 1 1 1 1 1 1 1 1 1], 2>,
	<25, 11, 3, [0 1 1 0 1 1 1 0 1 1], 1>,
	<26, 2, 3, [1 1 1 0 1 1 1 1 1 1], 1>,
	<27, 3, 1, [1 1 1 1 0 1 1 0 1 1], 1>,
	<28, 18, 1, [1 1 1 1 1 1 1 1 1 0], 1>,
	<29, 16, 2, [0 0 0 0 1 1 1 1 0 1], 1>,
	<30, 7, 3, [0 1 1 1 1 0 1 1 1 0], 1>,
	<31, 4, 2, [0 0 1 1 1 1 0 1 0 0], 1>,
	<32, 11, 1, [0 1 0 0 0 1 1 1 1 0], 1>,
	<33, 18, 3, [1 0 0 1 0 1 0 1 1 1], 1>,
	<34, 9, 1, [1 1 1 1 1 1 0 0 0 1], 1>,
	<35, 14, 1, [1 0 1 0 1 0 1 1 1 1], 1>,
	<36, 1, 2, [0 1 1 1 1 1 1 1 1 0], 1>,
	<37, 10, 1, [1 0 1 1 1 1 1 0 1 0], 2>,
	<38, 13, 1, [1 1 0 1 1 0 1 1 1 1], 1>,
