operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1620,2280,9,14,0,1020,0,516.81,396.81,0 - (0.00)%,0 - (0.00)%
1,1,2160,2280,6,16,0,1290,0,431.75,296.75,2 - (12.50)%,180 - (13.95)%
2,0,1260,2280,6,20,0,1200,0,567.94,372.94,0 - (0.00)%,0 - (0.00)%
3,0,1440,2280,7,17,1,1350,0,669.04,489.04,0 - (0.00)%,0 - (0.00)%
4,0,1080,2280,9,16,0,1200,120,382.78,262.78,0 - (0.00)%,0 - (0.00)%
5,0,900,2280,7,14,0,990,90,390.56,300.56,0 - (0.00)%,0 - (0.00)%
6,1,1980,2280,11,20,2,1200,0,627.91,462.91,10 - (50.00)%,600 - (50.00)%
7,0,1800,2280,5,9,1,660,0,294.19,204.19,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.75,0.5,1113.75,26.25,485.12,348.25,6.0 - (31.25%),390.0 - (31.98%)
min,-,900,-,5,9,0,660,0,294.19,204.19,2 - (12.50%),180 - (13.95%)
25th percentile,-,1215.0,-,6.0,14.0,0.0,1012.5,0.0,388.62,288.26,4.0 - (21.88%),285.0 - (22.96%)
75th percentile,-,1845.0,-,9.0,17.75,1.0,1222.5,22.5,582.93,413.34,8.0 - (40.62%),495.0 - (40.99%)
max,-,2160,-,11,20,2,1350,120,669.04,489.04,10 - (50.00%),600 - (50.00%)
total,-,12240,18240,60,126,4,8910,210,3880.9799999999996,2785.98,12,780
