operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,900,2280,7,18,2,1140,240,903,828,0 - (0.00)%,0 - (0.00)%
1,0,1260,2280,11,18,5,1350,90,500,380,0 - (0.00)%,0 - (0.00)%
2,0,1620,2280,10,17,4,1230,0,693,618,0 - (0.00)%,0 - (0.00)%
3,1,1980,2280,9,20,2,1410,0,712,547,12 - (60.00)%,810 - (57.45)%
4,0,1800,2280,7,9,1,660,0,351,276,0 - (0.00)%,0 - (0.00)%
5,0,1440,2280,5,9,1,690,0,545,545,0 - (0.00)%,0 - (0.00)%
6,1,2160,2280,8,16,1,1020,0,588,528,6 - (37.50)%,360 - (35.29)%
7,0,1080,2280,3,4,0,300,0,166,136,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,13.88,2.0,975.0,41.25,557.25,482.25,9.0 - (48.75%),585.0 - (46.37%)
min,-,900,-,3,4,0,300,0,166,136,6 - (37.50%),360 - (35.29%)
25th percentile,-,1215.0,-,6.5,9.0,1.0,682.5,0.0,462.75,354.0,7.5 - (43.12%),472.5 - (40.83%)
75th percentile,-,1845.0,-,9.25,18.0,2.5,1260.0,22.5,697.75,564.75,10.5 - (54.38%),697.5 - (51.91%)
max,-,2160,-,11,20,5,1410,240,903,828,12 - (60.00%),810 - (57.45%)
total,-,12240,18240,60,111,16,7800,330,4458,3858,18,1170
