operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1080,2280,7,14,4,1050,0,745,610,0 - (0.00)%,0 - (0.00)%
1,0,1620,2280,8,17,0,1020,0,590,470,0 - (0.00)%,0 - (0.00)%
2,0,1260,2280,6,12,0,810,0,456,366,0 - (0.00)%,0 - (0.00)%
3,1,2160,2280,7,14,1,900,0,823,763,4 - (28.57)%,300 - (33.33)%
4,0,1800,2280,11,22,1,1590,0,614,374,0 - (0.00)%,0 - (0.00)%
5,1,1980,2280,8,21,2,1320,0,904,799,8 - (38.10)%,480 - (36.36)%
6,0,1440,2280,7,12,0,780,0,376,256,0 - (0.00)%,0 - (0.00)%
7,0,900,2280,6,12,0,900,0,689,614,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.5,1.0,1046.25,0.0,649.62,531.5,6.0 - (33.34%),390.0 - (34.84%)
min,-,900,-,6,12,0,780,0,376,256,4 - (28.57%),300 - (33.33%)
25th percentile,-,1215.0,-,6.75,12.0,0.0,877.5,0.0,556.5,372.0,5.0 - (30.95%),345.0 - (34.09%)
75th percentile,-,1845.0,-,8.0,18.0,1.25,1117.5,0.0,764.5,651.25,7.0 - (35.72%),435.0 - (35.6%)
max,-,2160,-,11,22,4,1590,0,904,799,8 - (38.10%),480 - (36.36%)
total,-,12240,18240,60,124,8,8370,0,5197,4252,12,780
