operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1620,2280,7,13,1,990,0,574.95,484.95,0 - (0.00)%,0 - (0.00)%
1,0,1800,2280,9,18,3,1200,0,644.2,494.2,0 - (0.00)%,0 - (0.00)%
2,0,900,2280,8,15,2,1110,210,512.22,422.22,0 - (0.00)%,0 - (0.00)%
3,0,1080,2280,9,19,0,1410,330,721.04,586.04,0 - (0.00)%,0 - (0.00)%
4,0,1440,2280,7,18,0,1200,0,683.56,533.56,0 - (0.00)%,0 - (0.00)%
5,0,1260,2280,2,2,0,120,0,217.62,217.62,0 - (0.00)%,0 - (0.00)%
6,1,2160,2280,10,18,2,1350,0,556.9,391.9,11 - (61.11)%,810 - (60.00)%
7,1,1980,2280,8,14,1,990,0,590.06,500.06,4 - (28.57)%,300 - (30.30)%

mean,-,1530.0,2280.0,7.5,14.62,1.12,1046.25,67.5,562.57,453.82,7.5 - (44.84%),555.0 - (45.15%)
min,-,900,-,2,2,0,120,0,217.62,217.62,4 - (28.57%),300 - (30.30%)
25th percentile,-,1215.0,-,7.0,13.75,0.0,990.0,0.0,545.73,414.64,5.75 - (36.7%),427.5 - (37.72%)
75th percentile,-,1845.0,-,9.0,18.0,2.0,1237.5,52.5,654.04,508.44,9.25 - (52.98%),682.5 - (52.58%)
max,-,2160,-,10,19,3,1410,330,721.04,586.04,11 - (61.11%),810 - (60.00%)
total,-,12240,18240,60,117,9,8370,540,4500.549999999999,3630.5499999999997,15,1110
