operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1740,2280,7,14,0,1080,0,517.37,442.37,0 - (0.00)%,0 - (0.00)%
1,1,2040,2280,4,9,0,750,0,1151.05,1151.05,5 - (55.56)%,390 - (52.00)%
2,0,900,2280,5,10,0,720,0,849.1,819.1,0 - (0.00)%,0 - (0.00)%
3,0,1800,2280,11,17,7,1230,0,1077.14,1017.14,0 - (0.00)%,0 - (0.00)%
4,0,1020,2280,5,16,0,1050,30,539.9,464.9,0 - (0.00)%,0 - (0.00)%
5,0,1320,2280,13,17,10,1290,0,926.22,896.22,0 - (0.00)%,0 - (0.00)%
6,0,1140,2280,11,18,3,1290,150,926.65,806.65,0 - (0.00)%,0 - (0.00)%
7,0,1200,2280,7,16,0,1230,30,966.5,876.5,0 - (0.00)%,0 - (0.00)%
8,0,1560,2280,5,8,0,600,0,672.73,642.73,0 - (0.00)%,0 - (0.00)%
9,0,960,2280,3,5,0,300,0,361.26,361.26,0 - (0.00)%,0 - (0.00)%
10,1,2160,2280,12,22,4,1470,0,1041.03,1011.03,4 - (18.18)%,240 - (16.33)%
11,0,1380,2280,7,18,2,1200,0,1385.39,1340.39,0 - (0.00)%,0 - (0.00)%
12,1,1980,2280,8,16,0,1140,0,1020.74,960.74,10 - (62.50)%,690 - (60.53)%
13,0,1620,2280,6,11,0,720,0,504.34,474.34,0 - (0.00)%,0 - (0.00)%
14,0,1440,2280,8,14,2,900,0,779.33,704.33,0 - (0.00)%,0 - (0.00)%
15,1,1860,2280,8,21,0,1350,0,769.24,634.24,13 - (61.90)%,870 - (64.44)%

mean,-,1507.5,2280.0,7.5,14.5,1.75,1020.0,13.12,843.0,787.69,8.0 - (49.54%),547.5 - (48.32%)
min,-,900,-,3,5,0,300,0,361.26,361.26,4 - (18.18%),240 - (16.33%)
25th percentile,-,1185.0,-,5.0,10.75,0.0,742.5,0.0,639.52,594.26,4.75 - (46.22%),352.5 - (43.08%)
75th percentile,-,1815.0,-,8.75,17.25,2.25,1245.0,0.0,1025.81,973.31,10.75 - (62.05%),735.0 - (61.51%)
max,-,2160,-,13,22,10,1470,150,1385.39,1340.39,13 - (62.50%),870 - (64.44%)
total,-,24120,36480,120,232,28,16320,210,13487.99,12602.99,32,2190
