operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1800,2280,7,14,0,990,0,574,514,0 - (0.00)%,0 - (0.00)%
1,0,1260,2280,11,13,2,810,0,577,502,0 - (0.00)%,0 - (0.00)%
2,0,900,2280,7,17,1,1350,450,502,352,0 - (0.00)%,0 - (0.00)%
3,0,1440,2280,7,16,3,1200,0,370,205,0 - (0.00)%,0 - (0.00)%
4,1,1980,2280,6,17,0,1020,0,460,280,10 - (58.82)%,600 - (58.82)%
5,1,2160,2280,8,14,2,960,0,439,349,4 - (28.57)%,300 - (31.25)%
6,0,1080,2280,9,17,0,1230,150,485,350,0 - (0.00)%,0 - (0.00)%
7,0,1620,2280,5,14,0,1020,0,562,502,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.25,1.0,1072.5,75.0,496.12,381.75,7.0 - (43.7%),450.0 - (45.04%)
min,-,900,-,5,13,0,810,0,370,205,4 - (28.57%),300 - (31.25%)
25th percentile,-,1215.0,-,6.75,14.0,0.0,982.5,0.0,454.75,331.75,5.5 - (36.13%),375.0 - (38.14%)
75th percentile,-,1845.0,-,8.25,17.0,2.0,1207.5,37.5,565.0,502.0,8.5 - (51.26%),525.0 - (51.93%)
max,-,2160,-,11,17,3,1350,450,577,514,10 - (58.82%),600 - (58.82%)
total,-,12240,18240,60,122,8,8580,600,3969,3054,14,900
