operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1620,2280,8,21,2,1260,0,588,438,0 - (0.00)%,0 - (0.00)%
1,0,1080,2280,5,10,0,600,0,387,282,0 - (0.00)%,0 - (0.00)%
2,0,1800,2280,8,11,2,810,0,381,306,0 - (0.00)%,0 - (0.00)%
3,0,900,2280,9,22,2,1470,570,842,722,0 - (0.00)%,0 - (0.00)%
4,0,1440,2280,9,20,3,1410,0,695,545,0 - (0.00)%,0 - (0.00)%
5,0,1260,2280,5,7,0,510,0,325,280,0 - (0.00)%,0 - (0.00)%
6,1,1980,2280,9,14,2,870,0,595,460,6 - (42.86)%,390 - (44.83)%
7,1,2160,2280,7,19,2,1380,0,637,472,9 - (47.37)%,630 - (45.65)%

mean,-,1530.0,2280.0,7.5,15.5,1.62,1038.75,71.25,556.25,438.12,7.5 - (45.11%),510.0 - (45.24%)
min,-,900,-,5,7,0,510,0,325,280,6 - (42.86%),390 - (44.83%)
25th percentile,-,1215.0,-,6.5,10.75,1.5,757.5,0.0,385.5,300.0,6.75 - (43.99%),450.0 - (45.04%)
75th percentile,-,1845.0,-,9.0,20.25,2.0,1387.5,0.0,651.5,490.25,8.25 - (46.24%),570.0 - (45.44%)
max,-,2160,-,9,22,3,1470,570,842,722,9 - (47.37%),630 - (45.65%)
total,-,12240,18240,60,124,13,8310,570,4450,3505,15,1020
