operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,10,17,4,1230,0,1230.44,1185.44,0 - (0.00)%,0 - (0.00)%
1,1,1980,2280,7,15,0,1080,0,865.66,820.66,10 - (66.67)%,690 - (63.89)%
2,0,900,2280,7,13,0,1080,180,1121.76,1061.76,0 - (0.00)%,0 - (0.00)%
3,1,2160,2280,8,15,0,1110,0,682.46,577.46,8 - (53.33)%,540 - (48.65)%
4,0,1740,2280,4,7,0,480,0,353.72,353.72,0 - (0.00)%,0 - (0.00)%
5,0,1800,2280,3,3,0,180,0,350.5,350.5,0 - (0.00)%,0 - (0.00)%
6,0,1020,2280,12,18,11,1170,150,989.15,944.15,0 - (0.00)%,0 - (0.00)%
7,1,2040,2280,6,11,0,1020,0,532.97,412.97,5 - (45.45)%,420 - (41.18)%
8,0,1620,2280,8,13,4,960,0,1104.74,1059.74,0 - (0.00)%,0 - (0.00)%
9,0,1380,2280,10,16,2,1230,0,793.54,688.54,0 - (0.00)%,0 - (0.00)%
10,0,1200,2280,10,20,0,1200,0,1003.78,943.78,0 - (0.00)%,0 - (0.00)%
11,0,960,2280,8,14,5,1020,60,604.23,529.23,0 - (0.00)%,0 - (0.00)%
12,0,1140,2280,8,11,5,900,0,694.17,634.17,0 - (0.00)%,0 - (0.00)%
13,1,1860,2280,9,15,3,990,0,847.98,757.98,3 - (20.00)%,180 - (18.18)%
14,0,1320,2280,3,6,0,570,0,254.52,239.52,0 - (0.00)%,0 - (0.00)%
15,0,1560,2280,7,15,2,1170,0,790.09,745.09,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,13.06,2.25,961.88,24.38,763.73,706.54,6.5 - (46.36%),457.5 - (42.98%)
min,-,900,-,3,3,0,180,0,254.52,239.52,3 - (20.00%),180 - (18.18%)
25th percentile,-,1185.0,-,6.75,11.0,0.0,945.0,0.0,586.42,500.16,4.5 - (39.09%),360.0 - (35.43%)
75th percentile,-,1815.0,-,9.25,15.25,4.0,1170.0,0.0,992.81,943.87,8.5 - (56.66%),577.5 - (52.46%)
max,-,2160,-,12,20,11,1230,180,1230.44,1185.44,10 - (66.67%),690 - (63.89%)
total,-,24120,36480,120,209,36,15390,390,12219.710000000001,11304.710000000001,26,1830
