operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1260,2280,8,13,2,960,0,387,252,0 - (0.00)%,0 - (0.00)%
1,0,1800,2280,12,20,3,1290,0,627,492,0 - (0.00)%,0 - (0.00)%
2,0,1620,2280,7,14,2,1230,0,567,477,0 - (0.00)%,0 - (0.00)%
3,1,2160,2280,7,15,3,960,0,662,602,6 - (40.00)%,360 - (37.50)%
4,0,1080,2280,4,6,0,360,0,312,282,0 - (0.00)%,0 - (0.00)%
5,0,1440,2280,5,10,1,660,0,552,507,0 - (0.00)%,0 - (0.00)%
6,1,1980,2280,9,18,2,1170,0,898,823,12 - (66.67)%,810 - (69.23)%
7,0,900,2280,8,16,4,1170,270,721,646,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.0,2.12,975.0,33.75,590.75,510.12,9.0 - (53.34%),585.0 - (53.36%)
min,-,900,-,4,6,0,360,0,312,252,6 - (40.00%),360 - (37.50%)
25th percentile,-,1215.0,-,6.5,12.25,1.75,885.0,0.0,510.75,428.25,7.5 - (46.67%),472.5 - (45.43%)
75th percentile,-,1845.0,-,8.25,16.5,3.0,1185.0,0.0,676.75,613.0,10.5 - (60.0%),697.5 - (61.3%)
max,-,2160,-,12,20,4,1290,270,898,823,12 - (66.67%),810 - (69.23%)
total,-,12240,18240,60,112,17,7800,270,4726,4081,18,1170
