operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1080,2280,8,18,0,1230,150,708.64,483.64,0 - (0.00)%,0 - (0.00)%
1,0,900,2280,4,8,0,480,0,513.77,483.77,0 - (0.00)%,0 - (0.00)%
2,1,1980,2280,9,18,1,1170,0,728.56,578.56,8 - (44.44)%,480 - (41.03)%
3,0,1260,2280,7,16,0,1170,0,793.79,733.79,0 - (0.00)%,0 - (0.00)%
4,0,1620,2280,10,22,2,1470,0,820.14,580.14,0 - (0.00)%,0 - (0.00)%
5,0,1800,2280,6,11,0,780,0,419.81,359.81,0 - (0.00)%,0 - (0.00)%
6,0,1440,2280,7,18,1,1170,0,715.04,595.04,0 - (0.00)%,0 - (0.00)%
7,1,2160,2280,9,15,3,1110,0,826.34,721.34,8 - (53.33)%,600 - (54.05)%

mean,-,1530.0,2280.0,7.5,15.75,0.88,1072.5,18.75,690.76,567.01,8.0 - (48.88%),540.0 - (47.54%)
min,-,900,-,4,8,0,480,0,419.81,359.81,8 - (44.44%),480 - (41.03%)
25th percentile,-,1215.0,-,6.75,14.0,0.0,1027.5,0.0,659.92,483.74,8.0 - (46.66%),510.0 - (44.28%)
75th percentile,-,1845.0,-,9.0,18.0,1.25,1185.0,0.0,800.38,626.62,8.0 - (51.11%),570.0 - (50.8%)
max,-,2160,-,10,22,3,1470,150,826.34,733.79,8 - (53.33%),600 - (54.05%)
total,-,12240,18240,60,126,7,8580,150,5526.09,4536.09,16,1080
