operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,6,12,0,870,0,292.0,97.0,0 - (0.00)%,0 - (0.00)%
1,1,1980,2280,10,17,1,1200,0,432.73,132.73,9 - (52.94)%,600 - (50.00)%
2,0,1800,2280,8,18,0,1320,0,793.65,688.65,0 - (0.00)%,0 - (0.00)%
3,0,900,2280,8,15,1,1230,330,324.26,69.26,0 - (0.00)%,0 - (0.00)%
4,0,1620,2280,7,15,0,1170,0,695.91,530.91,0 - (0.00)%,0 - (0.00)%
5,1,2160,2280,9,21,2,1470,0,497.65,272.65,11 - (52.38)%,720 - (48.98)%
6,0,1260,2280,6,11,1,720,0,451.08,376.08,0 - (0.00)%,0 - (0.00)%
7,0,1080,2280,6,12,0,780,0,295.65,175.65,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.12,0.62,1095.0,41.25,472.87,292.87,10.0 - (52.66%),660.0 - (49.49%)
min,-,900,-,6,11,0,720,0,292.0,69.26,9 - (52.38%),600 - (48.98%)
25th percentile,-,1215.0,-,6.0,12.0,0.0,847.5,0.0,317.11,123.8,9.5 - (52.52%),630.0 - (49.24%)
75th percentile,-,1845.0,-,8.25,17.25,1.0,1252.5,0.0,547.21,414.79,10.5 - (52.8%),690.0 - (49.74%)
max,-,2160,-,10,21,2,1470,330,793.65,688.65,11 - (52.94%),720 - (50.00%)
total,-,12240,18240,60,121,5,8760,330,3782.93,2342.93,20,1320
