operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1380,2280,9,16,3,1380,0,797.02,707.02,0 - (0.00)%,0 - (0.00)%
1,0,1200,2280,7,14,1,930,0,903.51,858.51,0 - (0.00)%,0 - (0.00)%
2,1,2040,2280,11,18,6,1350,0,658.45,568.45,9 - (50.00)%,660 - (48.89)%
3,0,1740,2280,8,11,3,780,0,514.32,424.32,0 - (0.00)%,0 - (0.00)%
4,0,1620,2280,6,14,1,990,0,653.97,563.97,0 - (0.00)%,0 - (0.00)%
5,0,1320,2280,7,11,2,750,0,708.27,678.27,0 - (0.00)%,0 - (0.00)%
6,0,1800,2280,10,20,0,1320,0,466.26,271.26,0 - (0.00)%,0 - (0.00)%
7,0,1140,2280,8,13,1,780,0,807.53,762.53,0 - (0.00)%,0 - (0.00)%
8,1,1860,2280,5,14,0,840,0,404.33,344.33,6 - (42.86)%,360 - (42.86)%
9,1,2160,2280,9,18,2,1140,0,802.71,682.71,7 - (38.89)%,420 - (36.84)%
10,0,1560,2280,8,17,0,1320,0,836.2,791.2,0 - (0.00)%,0 - (0.00)%
11,1,1980,2280,7,16,0,1050,0,1285.35,1210.35,6 - (37.50)%,450 - (42.86)%
12,0,1440,2280,8,19,0,1290,0,1256.83,1166.83,0 - (0.00)%,0 - (0.00)%
13,0,1020,2280,6,10,1,750,0,336.63,306.63,0 - (0.00)%,0 - (0.00)%
14,0,900,2280,5,9,1,840,0,537.89,432.89,0 - (0.00)%,0 - (0.00)%
15,0,960,2280,6,14,0,1110,150,1028.57,983.57,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,14.62,1.31,1038.75,9.38,749.86,672.05,7.0 - (42.31%),472.5 - (42.86%)
min,-,900,-,5,9,0,750,0,336.63,271.26,6 - (37.50%),360 - (36.84%)
25th percentile,-,1185.0,-,6.0,12.5,0.0,825.0,0.0,532.0,430.75,6.0 - (38.54%),405.0 - (41.36%)
75th percentile,-,1815.0,-,8.25,17.25,2.0,1297.5,0.0,853.03,808.03,7.5 - (44.64%),502.5 - (44.37%)
max,-,2160,-,11,20,6,1380,150,1285.35,1210.35,9 - (50.00%),660 - (48.89%)
total,-,24120,36480,120,234,21,16620,150,11997.84,10752.84,28,1890
