operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,9,21,1,1260,0,769.12,634.12,0 - (0.00)%,0 - (0.00)%
1,1,2160,2280,8,15,2,1020,0,550.07,445.07,7 - (46.67)%,420 - (41.18)%
2,0,1260,2280,8,13,0,960,0,352.48,247.48,0 - (0.00)%,0 - (0.00)%
3,0,900,2280,6,12,1,900,0,431.91,356.91,0 - (0.00)%,0 - (0.00)%
4,1,1980,2280,11,17,4,1050,0,763.51,658.51,9 - (52.94)%,540 - (51.43)%
5,0,1620,2280,5,12,0,1050,0,518.98,488.98,0 - (0.00)%,0 - (0.00)%
6,0,1080,2280,3,5,0,420,0,289.28,274.28,0 - (0.00)%,0 - (0.00)%
7,0,1800,2280,10,25,0,1770,0,635.87,440.87,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.0,1.0,1053.75,0.0,538.9,443.28,8.0 - (49.8%),480.0 - (46.3%)
min,-,900,-,3,5,0,420,0,289.28,247.48,7 - (46.67%),420 - (41.18%)
25th percentile,-,1215.0,-,5.75,12.0,0.0,945.0,0.0,412.05,336.25,7.5 - (48.24%),450.0 - (43.74%)
75th percentile,-,1845.0,-,9.25,18.0,1.25,1102.5,0.0,667.78,525.26,8.5 - (51.37%),510.0 - (48.87%)
max,-,2160,-,11,25,4,1770,0,769.12,658.51,9 - (52.94%),540 - (51.43%)
total,-,12240,18240,60,120,8,8430,0,4311.219999999999,3546.22,16,960
