operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,2160,2280,8,16,0,1230,0,458.51,233.51,9 - (56.25)%,690 - (56.10)%
1,1,1980,2280,10,18,4,1410,0,647.57,497.57,15 - (83.33)%,1200 - (85.11)%
2,0,1800,2280,6,9,1,690,0,309.08,234.08,0 - (0.00)%,0 - (0.00)%
3,0,900,2280,9,20,2,1260,360,791.51,731.51,0 - (0.00)%,0 - (0.00)%
4,0,1080,2280,7,13,3,1050,0,384.23,264.23,0 - (0.00)%,0 - (0.00)%
5,0,1260,2280,9,13,4,900,0,278.39,83.39,0 - (0.00)%,0 - (0.00)%
6,0,1620,2280,5,8,2,570,0,296.73,236.73,0 - (0.00)%,0 - (0.00)%
7,0,1440,2280,6,11,0,780,0,430.39,355.39,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,13.5,2.0,986.25,45.0,449.55,329.55,12.0 - (69.79%),945.0 - (70.61%)
min,-,900,-,5,8,0,570,0,278.39,83.39,9 - (56.25%),690 - (56.10%)
25th percentile,-,1215.0,-,6.0,10.5,0.75,757.5,0.0,305.99,233.94,10.5 - (63.02%),817.5 - (63.35%)
75th percentile,-,1845.0,-,9.0,16.5,3.25,1237.5,0.0,505.78,390.94,13.5 - (76.56%),1072.5 - (77.86%)
max,-,2160,-,10,20,4,1410,360,791.51,731.51,15 - (83.33%),1200 - (85.11%)
total,-,12240,18240,60,108,16,7890,360,3596.41,2636.41,24,1890
