operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,1980,2280,9,17,2,1140,0,718.13,628.13,9 - (52.94)%,660 - (57.89)%
1,0,1800,2280,5,13,0,780,0,508.97,418.97,0 - (0.00)%,0 - (0.00)%
2,0,1080,2280,2,3,0,180,0,272.64,272.64,0 - (0.00)%,0 - (0.00)%
3,1,2160,2280,11,19,3,1440,0,589.2,454.2,9 - (47.37)%,780 - (54.17)%
4,0,1620,2280,7,15,0,1140,0,622.05,547.05,0 - (0.00)%,0 - (0.00)%
5,0,1260,2280,9,19,0,1200,0,439.68,229.68,0 - (0.00)%,0 - (0.00)%
6,0,900,2280,10,19,2,1500,600,659.98,524.98,0 - (0.00)%,0 - (0.00)%
7,0,1440,2280,7,17,1,1110,0,845.6,695.6,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.25,1.0,1061.25,75.0,582.03,471.41,9.0 - (50.16%),720.0 - (56.03%)
min,-,900,-,2,3,0,180,0,272.64,229.68,9 - (47.37%),660 - (54.17%)
25th percentile,-,1215.0,-,6.5,14.5,0.0,1027.5,0.0,491.65,382.39,9.0 - (48.76%),690.0 - (55.1%)
75th percentile,-,1845.0,-,9.25,19.0,2.0,1260.0,0.0,674.52,567.32,9.0 - (51.55%),750.0 - (56.96%)
max,-,2160,-,11,19,3,1500,600,845.6,695.6,9 - (52.94%),780 - (57.89%)
total,-,12240,18240,60,122,8,8490,600,4656.25,3771.25,18,1440
