operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,1980,2280,8,13,2,930,0,376.21,271.21,2 - (15.38)%,120 - (12.90)%
1,0,1080,2280,12,24,0,1890,810,664.56,409.56,0 - (0.00)%,0 - (0.00)%
2,0,1620,2280,7,16,1,1050,0,645.08,525.08,0 - (0.00)%,0 - (0.00)%
3,0,1440,2280,7,18,0,1380,0,688.72,583.72,0 - (0.00)%,0 - (0.00)%
4,0,1800,2280,9,14,0,1020,0,373.8,238.8,0 - (0.00)%,0 - (0.00)%
5,0,1260,2280,6,10,1,660,0,344.2,284.2,0 - (0.00)%,0 - (0.00)%
6,0,900,2280,6,14,0,1110,210,336.33,201.33,0 - (0.00)%,0 - (0.00)%
7,1,2160,2280,5,11,0,750,0,355.93,205.93,3 - (27.27)%,240 - (32.00)%

mean,-,1530.0,2280.0,7.5,15.0,0.5,1098.75,127.5,473.1,339.98,2.5 - (21.32%),180.0 - (22.45%)
min,-,900,-,5,10,0,660,0,336.33,201.33,2 - (15.38%),120 - (12.90%)
25th percentile,-,1215.0,-,6.0,12.5,0.0,885.0,0.0,353.0,230.58,2.25 - (18.35%),150.0 - (17.68%)
75th percentile,-,1845.0,-,8.25,16.5,1.0,1177.5,52.5,649.95,438.44,2.75 - (24.3%),210.0 - (27.22%)
max,-,2160,-,12,24,2,1890,810,688.72,583.72,3 - (27.27%),240 - (32.00%)
total,-,12240,18240,60,120,4,8790,1020,3784.83,2719.83,5,360
