operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,11,17,0,1260,0,613.1,463.1,0 - (0.00)%,0 - (0.00)%
1,1,1980,2280,8,14,4,1050,0,562.67,487.67,4 - (28.57)%,270 - (25.71)%
2,0,1260,2280,8,17,0,1230,0,531.07,426.07,0 - (0.00)%,0 - (0.00)%
3,0,1620,2280,6,11,0,840,0,412.57,382.57,0 - (0.00)%,0 - (0.00)%
4,0,1800,2280,7,12,0,1050,0,544.27,454.27,0 - (0.00)%,0 - (0.00)%
5,0,1080,2280,6,13,0,990,0,922.06,832.06,0 - (0.00)%,0 - (0.00)%
6,1,2160,2280,9,16,3,1110,0,468.97,363.97,10 - (62.50)%,660 - (59.46)%
7,0,900,2280,5,14,0,930,30,762.88,747.88,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.25,0.88,1057.5,3.75,602.2,519.7,7.0 - (45.53%),465.0 - (42.59%)
min,-,900,-,5,11,0,840,0,412.57,363.97,4 - (28.57%),270 - (25.71%)
25th percentile,-,1215.0,-,6.0,12.75,0.0,975.0,0.0,515.55,415.2,5.5 - (37.05%),367.5 - (34.15%)
75th percentile,-,1845.0,-,8.25,16.25,0.75,1140.0,0.0,650.55,552.72,8.5 - (54.02%),562.5 - (51.02%)
max,-,2160,-,11,17,4,1260,30,922.06,832.06,10 - (62.50%),660 - (59.46%)
total,-,12240,18240,60,114,7,8460,30,4817.59,4157.59,14,930
