operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,11,20,1,1350,0,561,381,0 - (0.00)%,0 - (0.00)%
1,0,900,2280,8,15,4,1050,150,488,383,0 - (0.00)%,0 - (0.00)%
2,0,1080,2280,7,10,3,720,0,544,469,0 - (0.00)%,0 - (0.00)%
3,0,1260,2280,2,2,0,120,0,84,54,0 - (0.00)%,0 - (0.00)%
4,1,1980,2280,8,14,2,900,0,463,388,7 - (50.00)%,420 - (46.67)%
5,0,1800,2280,10,21,3,1620,0,829,739,0 - (0.00)%,0 - (0.00)%
6,0,1620,2280,7,16,1,1110,0,630,540,0 - (0.00)%,0 - (0.00)%
7,1,2160,2280,7,15,3,990,0,784,664,2 - (13.33)%,120 - (12.12)%

mean,-,1530.0,2280.0,7.5,14.12,2.12,982.5,18.75,547.88,452.25,4.5 - (31.66%),270.0 - (29.4%)
min,-,900,-,2,2,0,120,0,84,54,2 - (13.33%),120 - (12.12%)
25th percentile,-,1215.0,-,7.0,13.0,1.0,855.0,0.0,481.75,382.5,3.25 - (22.5%),195.0 - (20.76%)
75th percentile,-,1845.0,-,8.5,17.0,3.0,1170.0,0.0,668.5,571.0,5.75 - (40.83%),345.0 - (38.03%)
max,-,2160,-,11,21,4,1620,150,829,739,7 - (50.00%),420 - (46.67%)
total,-,12240,18240,60,113,17,7860,150,4383,3618,9,540
