operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1800,2280,5,14,0,990,0,996.97,966.97,0 - (0.00)%,0 - (0.00)%
1,0,1380,2280,8,18,2,1260,0,821.58,776.58,0 - (0.00)%,0 - (0.00)%
2,1,1980,2280,10,20,1,1320,0,1014.53,954.53,7 - (35.00)%,420 - (31.82)%
3,0,1740,2280,5,9,0,720,0,326.81,281.81,0 - (0.00)%,0 - (0.00)%
4,0,1200,2280,5,8,0,600,0,587.0,557.0,0 - (0.00)%,0 - (0.00)%
5,0,1020,2280,7,13,1,870,0,667.23,637.23,0 - (0.00)%,0 - (0.00)%
6,0,1320,2280,10,16,7,960,0,929.66,899.66,0 - (0.00)%,0 - (0.00)%
7,1,2040,2280,8,16,5,1110,0,871.05,796.05,6 - (37.50)%,420 - (37.84)%
8,1,1860,2280,7,16,1,960,0,934.37,874.37,11 - (68.75)%,660 - (68.75)%
9,0,1440,2280,8,14,4,1020,0,909.57,879.57,0 - (0.00)%,0 - (0.00)%
10,0,1560,2280,6,12,0,780,0,480.12,450.12,0 - (0.00)%,0 - (0.00)%
11,1,2160,2280,8,14,3,1050,0,917.87,902.87,6 - (42.86)%,360 - (34.29)%
12,0,960,2280,8,13,0,840,0,670.37,610.37,0 - (0.00)%,0 - (0.00)%
13,0,1140,2280,7,9,2,630,0,553.96,493.96,0 - (0.00)%,0 - (0.00)%
14,0,1620,2280,11,19,11,1350,0,1049.8,959.8,0 - (0.00)%,0 - (0.00)%
15,0,900,2280,7,14,1,1110,210,566.38,491.38,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,14.06,2.38,973.12,13.12,768.58,720.77,7.5 - (46.03%),465.0 - (43.18%)
min,-,900,-,5,8,0,600,0,326.81,281.81,6 - (35.00%),360 - (31.82%)
25th percentile,-,1185.0,-,6.75,12.75,0.0,825.0,0.0,581.84,541.24,6.0 - (36.88%),405.0 - (33.67%)
75th percentile,-,1815.0,-,8.0,16.0,3.25,1110.0,0.0,930.84,900.46,8.0 - (49.33%),480.0 - (45.57%)
max,-,2160,-,11,20,11,1350,210,1049.8,966.97,11 - (68.75%),660 - (68.75%)
total,-,24120,36480,120,225,38,15570,210,12297.27,11532.27,30,1860
