operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,900,2280,10,18,5,1140,240,610.7,460.7,0 - (0.00)%,0 - (0.00)%
1,0,1440,2280,3,5,0,300,0,302.93,242.93,0 - (0.00)%,0 - (0.00)%
2,1,2160,2280,8,16,0,1170,0,572.07,512.07,7 - (43.75)%,420 - (35.90)%
3,0,1620,2280,5,11,0,900,0,557.61,497.61,0 - (0.00)%,0 - (0.00)%
4,0,1080,2280,9,18,0,1380,300,636.1,516.1,0 - (0.00)%,0 - (0.00)%
5,0,1800,2280,11,21,4,1470,0,707.15,557.15,0 - (0.00)%,0 - (0.00)%
6,1,1980,2280,8,17,1,1170,0,725.49,635.49,10 - (58.82)%,600 - (51.28)%
7,0,1260,2280,6,10,2,660,0,429.63,339.63,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.5,1.5,1023.75,67.5,567.71,470.21,8.5 - (51.28%),510.0 - (43.59%)
min,-,900,-,3,5,0,300,0,302.93,242.93,7 - (43.75%),420 - (35.90%)
25th percentile,-,1215.0,-,5.75,10.75,0.0,840.0,0.0,525.62,430.43,7.75 - (47.52%),465.0 - (39.74%)
75th percentile,-,1845.0,-,9.25,18.0,2.5,1222.5,60.0,653.86,526.36,9.25 - (55.05%),555.0 - (47.44%)
max,-,2160,-,11,21,5,1470,300,725.49,635.49,10 - (58.82%),600 - (51.28%)
total,-,12240,18240,60,116,12,8190,540,4541.68,3761.68,17,1020
