operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1200,2280,7,13,0,840,0,1011.08,936.08,0 - (0.00)%,0 - (0.00)%
1,1,2040,2280,12,20,0,1410,0,728.62,593.62,12 - (60.00)%,720 - (51.06)%
2,0,1380,2280,5,13,0,960,0,416.08,386.08,0 - (0.00)%,0 - (0.00)%
3,1,1860,2280,10,18,0,1320,0,638.16,533.16,5 - (27.78)%,480 - (36.36)%
4,0,900,2280,7,17,0,1020,120,1040.62,920.62,0 - (0.00)%,0 - (0.00)%
5,0,1440,2280,8,18,0,1320,0,760.89,700.89,0 - (0.00)%,0 - (0.00)%
6,0,1800,2280,6,16,0,1170,0,550.25,490.25,0 - (0.00)%,0 - (0.00)%
7,0,1560,2280,5,11,0,750,0,611.34,581.34,0 - (0.00)%,0 - (0.00)%
8,1,2160,2280,6,16,0,1140,0,1110.79,1110.79,9 - (56.25)%,630 - (55.26)%
9,0,1140,2280,7,10,0,780,0,679.92,649.92,0 - (0.00)%,0 - (0.00)%
10,0,1320,2280,6,14,0,990,0,467.55,317.55,0 - (0.00)%,0 - (0.00)%
11,0,1020,2280,6,15,0,1080,60,739.08,694.08,0 - (0.00)%,0 - (0.00)%
12,1,1980,2280,6,15,0,1260,0,607.65,532.65,4 - (26.67)%,330 - (26.19)%
13,0,960,2280,8,16,0,1200,240,602.11,452.11,0 - (0.00)%,0 - (0.00)%
14,0,1620,2280,8,17,1,1260,0,725.71,695.71,0 - (0.00)%,0 - (0.00)%
15,0,1740,2280,13,24,1,1740,0,873.02,813.02,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,15.81,0.12,1140.0,26.25,722.68,650.49,7.5 - (42.67%),540.0 - (42.22%)
min,-,900,-,5,10,0,750,0,416.08,317.55,4 - (26.67%),330 - (26.19%)
25th percentile,-,1185.0,-,6.0,13.75,0.0,982.5,0.0,606.26,522.05,4.75 - (27.5%),442.5 - (33.82%)
75th percentile,-,1815.0,-,8.0,17.25,0.0,1275.0,0.0,788.92,728.92,9.75 - (57.19%),652.5 - (52.11%)
max,-,2160,-,13,24,1,1740,240,1110.79,1110.79,12 - (60.00%),720 - (55.26%)
total,-,24120,36480,120,253,2,18240,420,11562.869999999999,10407.869999999999,30,2160
