operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1080,2280,9,16,4,1320,240,682.14,607.14,0 - (0.00)%,0 - (0.00)%
1,0,900,2280,7,14,3,1020,120,653.23,578.23,0 - (0.00)%,0 - (0.00)%
2,0,1800,2280,4,5,0,360,0,118.21,43.21,0 - (0.00)%,0 - (0.00)%
3,0,1440,2280,10,15,5,990,0,539.93,404.93,0 - (0.00)%,0 - (0.00)%
4,0,1260,2280,8,16,3,1110,0,537.94,417.94,0 - (0.00)%,0 - (0.00)%
5,1,2160,2280,10,21,0,1350,0,570.15,345.15,11 - (52.38)%,750 - (55.56)%
6,0,1620,2280,4,7,0,480,0,357.62,267.62,0 - (0.00)%,0 - (0.00)%
7,1,1980,2280,8,19,3,1290,0,867.42,747.42,9 - (47.37)%,630 - (48.84)%

mean,-,1530.0,2280.0,7.5,14.12,2.25,990.0,45.0,540.83,426.45,10.0 - (49.88%),690.0 - (52.2%)
min,-,900,-,4,5,0,360,0,118.21,43.21,9 - (47.37%),630 - (48.84%)
25th percentile,-,1215.0,-,6.25,12.25,0.0,862.5,0.0,492.86,325.77,9.5 - (48.62%),660.0 - (50.52%)
75th percentile,-,1845.0,-,9.25,16.75,3.25,1297.5,30.0,660.46,585.46,10.5 - (51.13%),720.0 - (53.88%)
max,-,2160,-,10,21,5,1350,240,867.42,747.42,11 - (52.38%),750 - (55.56%)
total,-,12240,18240,60,113,18,7920,360,4326.639999999999,3411.6399999999994,20,1380
