operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,900,2280,2,4,0,300,0,144.4,99.4,0 - (0.00)%,0 - (0.00)%
1,1,1980,2280,9,18,7,1080,0,696.65,591.65,13 - (72.22)%,780 - (72.22)%
2,0,1080,2280,11,16,4,1020,0,488.05,308.05,0 - (0.00)%,0 - (0.00)%
3,0,1620,2280,12,21,4,1620,0,559.19,439.19,0 - (0.00)%,0 - (0.00)%
4,1,2160,2280,8,16,1,1050,0,567.94,462.94,4 - (25.00)%,240 - (22.86)%
5,0,1260,2280,5,7,1,600,0,289.62,244.62,0 - (0.00)%,0 - (0.00)%
6,0,1440,2280,8,19,2,1380,0,465.71,315.71,0 - (0.00)%,0 - (0.00)%
7,0,1800,2280,5,8,0,600,0,199.96,124.96,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,13.62,2.38,956.25,0.0,426.44,323.32,8.5 - (48.61%),510.0 - (47.54%)
min,-,900,-,2,4,0,300,0,144.4,99.4,4 - (25.00%),240 - (22.86%)
25th percentile,-,1215.0,-,5.0,7.75,0.75,600.0,0.0,267.2,214.7,6.25 - (36.8%),375.0 - (35.2%)
75th percentile,-,1845.0,-,9.5,18.25,4.0,1155.0,0.0,561.38,445.13,10.75 - (60.42%),645.0 - (59.88%)
max,-,2160,-,12,21,7,1620,0,696.65,591.65,13 - (72.22%),780 - (72.22%)
total,-,12240,18240,60,109,19,7650,0,3411.52,2586.52,17,1020
