operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,2160,2280,11,20,0,1380,0,489.13,339.13,12 - (60.00)%,900 - (65.22)%
1,1,1980,2280,8,16,1,1110,0,334.74,49.74,10 - (62.50)%,720 - (64.86)%
2,0,1260,2280,10,16,2,1200,0,610.28,490.28,0 - (0.00)%,0 - (0.00)%
3,0,1620,2280,6,11,0,870,0,384.24,324.24,0 - (0.00)%,0 - (0.00)%
4,0,1080,2280,4,12,0,870,0,633.23,513.23,0 - (0.00)%,0 - (0.00)%
5,0,1800,2280,5,7,0,600,0,334.24,304.24,0 - (0.00)%,0 - (0.00)%
6,0,1440,2280,9,18,4,1320,0,687.4,642.4,0 - (0.00)%,0 - (0.00)%
7,0,900,2280,7,17,0,1200,300,417.75,177.75,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.62,0.88,1068.75,37.5,486.38,355.13,11.0 - (61.25%),810.0 - (65.04%)
min,-,900,-,4,7,0,600,0,334.24,49.74,10 - (60.00%),720 - (64.86%)
25th percentile,-,1215.0,-,5.75,11.75,0.0,870.0,0.0,371.86,272.62,10.5 - (60.62%),765.0 - (64.95%)
75th percentile,-,1845.0,-,9.25,17.25,1.25,1230.0,0.0,616.02,496.02,11.5 - (61.88%),855.0 - (65.13%)
max,-,2160,-,11,20,4,1380,300,687.4,642.4,12 - (62.50%),900 - (65.22%)
total,-,12240,18240,60,117,7,8550,300,3891.0099999999998,2841.0099999999998,22,1620
