operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,900,2280,9,16,0,1200,300,678,588,0 - (0.00)%,0 - (0.00)%
1,0,1080,2280,6,12,0,930,0,488,428,0 - (0.00)%,0 - (0.00)%
2,0,1800,2280,8,19,0,1320,0,943,868,0 - (0.00)%,0 - (0.00)%
3,0,1440,2280,9,19,0,1260,0,868,778,0 - (0.00)%,0 - (0.00)%
4,0,1260,2280,6,17,1,1230,0,729,624,0 - (0.00)%,0 - (0.00)%
5,1,2160,2280,8,20,0,1440,0,626,476,9 - (45.00)%,600 - (41.67)%
6,1,1980,2280,11,15,2,1110,0,680,590,8 - (53.33)%,630 - (56.76)%
7,0,1620,2280,3,5,0,420,0,480,450,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.38,0.38,1113.75,37.5,686.5,600.25,8.5 - (49.16%),615.0 - (49.22%)
min,-,900,-,3,5,0,420,0,480,428,8 - (45.00%),600 - (41.67%)
25th percentile,-,1215.0,-,6.0,14.25,0.0,1065.0,0.0,591.5,469.5,8.25 - (47.08%),607.5 - (45.44%)
75th percentile,-,1845.0,-,9.0,19.0,0.25,1275.0,0.0,763.75,662.5,8.75 - (51.25%),622.5 - (52.99%)
max,-,2160,-,11,20,2,1440,300,943,868,9 - (53.33%),630 - (56.76%)
total,-,12240,18240,60,123,3,8910,300,5492,4802,17,1230
