operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,900,2280,10,16,4,990,90,950.12,830.12,0 - (0.00)%,0 - (0.00)%
1,1,1980,2280,9,17,4,1170,0,792.13,642.13,9 - (52.94)%,540 - (46.15)%
2,0,1080,2280,7,11,2,870,0,554.84,419.84,0 - (0.00)%,0 - (0.00)%
3,1,2160,2280,10,13,10,960,0,1158.75,1083.75,9 - (69.23)%,660 - (68.75)%
4,0,1260,2280,11,20,9,1230,0,614.19,419.19,0 - (0.00)%,0 - (0.00)%
5,0,1440,2280,4,8,0,480,0,468.5,378.5,0 - (0.00)%,0 - (0.00)%
6,0,1800,2280,6,7,0,540,0,418.94,358.94,0 - (0.00)%,0 - (0.00)%
7,0,1620,2280,3,6,1,570,0,309.01,264.01,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,12.25,3.75,851.25,11.25,658.31,549.56,9.0 - (61.09%),600.0 - (57.45%)
min,-,900,-,3,6,0,480,0,309.01,264.01,9 - (52.94%),540 - (46.15%)
25th percentile,-,1215.0,-,5.5,7.75,0.75,562.5,0.0,456.11,373.61,9.0 - (57.01%),570.0 - (51.8%)
75th percentile,-,1845.0,-,10.0,16.25,5.25,1035.0,0.0,831.63,689.13,9.0 - (65.16%),630.0 - (63.1%)
max,-,2160,-,11,20,10,1230,90,1158.75,1083.75,9 - (69.23%),660 - (68.75%)
total,-,12240,18240,60,98,30,6810,90,5266.4800000000005,4396.4800000000005,18,1200
