operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,1980,2280,9,21,1,1470,0,739.74,589.74,13 - (61.90)%,870 - (59.18)%
1,0,1800,2280,12,16,7,1080,0,594.2,489.2,0 - (0.00)%,0 - (0.00)%
2,0,1620,2280,7,14,2,900,0,614.56,524.56,0 - (0.00)%,0 - (0.00)%
3,0,1260,2280,6,9,0,540,0,295.4,220.4,0 - (0.00)%,0 - (0.00)%
4,0,1080,2280,4,6,0,360,0,330.28,285.28,0 - (0.00)%,0 - (0.00)%
5,1,2160,2280,11,21,6,1500,0,776.99,641.99,8 - (38.10)%,540 - (36.00)%
6,0,1440,2280,5,9,1,780,0,572.19,512.19,0 - (0.00)%,0 - (0.00)%
7,0,900,2280,6,15,0,1200,300,830.47,755.47,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,13.88,2.12,978.75,37.5,594.23,502.35,10.5 - (50.0%),705.0 - (47.59%)
min,-,900,-,4,6,0,360,0,295.4,220.4,8 - (38.10%),540 - (36.00%)
25th percentile,-,1215.0,-,5.75,9.0,0.0,720.0,0.0,511.71,438.22,9.25 - (44.05%),622.5 - (41.8%)
75th percentile,-,1845.0,-,9.5,17.25,3.0,1267.5,0.0,749.05,602.8,11.75 - (55.95%),787.5 - (53.38%)
max,-,2160,-,12,21,7,1500,300,830.47,755.47,13 - (61.90%),870 - (59.18%)
total,-,12240,18240,60,111,17,7830,300,4753.83,4018.8300000000004,21,1410
