operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,900,2280,7,15,1,1020,120,558,408,0 - (0.00)%,0 - (0.00)%
1,0,1620,2280,10,20,1,1500,0,645,525,0 - (0.00)%,0 - (0.00)%
2,1,1980,2280,9,18,1,1320,0,603,423,10 - (55.56)%,750 - (56.82)%
3,1,2160,2280,8,12,3,930,0,741,681,3 - (25.00)%,210 - (22.58)%
4,0,1260,2280,6,12,0,990,0,615,585,0 - (0.00)%,0 - (0.00)%
5,0,1800,2280,6,12,0,960,0,498,408,0 - (0.00)%,0 - (0.00)%
6,0,1080,2280,5,13,0,990,0,609,504,0 - (0.00)%,0 - (0.00)%
7,0,1440,2280,9,13,0,900,0,383,263,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.38,0.75,1076.25,15.0,581.5,474.62,6.5 - (40.28%),480.0 - (39.7%)
min,-,900,-,5,12,0,900,0,383,263,3 - (25.00%),210 - (22.58%)
25th percentile,-,1215.0,-,6.0,12.0,0.0,952.5,0.0,543.0,408.0,4.75 - (32.64%),345.0 - (31.14%)
75th percentile,-,1845.0,-,9.0,15.75,1.0,1095.0,0.0,622.5,540.0,8.25 - (47.92%),615.0 - (48.26%)
max,-,2160,-,10,20,3,1500,120,741,681,10 - (55.56%),750 - (56.82%)
total,-,12240,18240,60,115,6,8610,120,4652,3797,13,960
