operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1080,2280,11,13,14,1050,0,415,250,0 - (0.00)%,0 - (0.00)%
1,0,1620,2280,12,16,9,1140,0,651,516,0 - (0.00)%,0 - (0.00)%
2,0,1800,2280,5,5,1,300,0,259,184,0 - (0.00)%,0 - (0.00)%
3,0,1260,2280,4,6,0,360,0,270,240,0 - (0.00)%,0 - (0.00)%
4,0,1440,2280,9,17,3,1170,0,840,735,0 - (0.00)%,0 - (0.00)%
5,1,1980,2280,8,18,0,1530,0,530,410,4 - (22.22)%,420 - (27.45)%
6,1,2160,2280,6,11,1,750,0,336,216,6 - (54.55)%,360 - (48.00)%
7,0,900,2280,5,12,0,900,0,655,550,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,12.25,3.5,900.0,0.0,494.5,387.62,5.0 - (38.38%),390.0 - (37.72%)
min,-,900,-,4,5,0,300,0,259,184,4 - (22.22%),360 - (27.45%)
25th percentile,-,1215.0,-,5.0,9.75,0.0,652.5,0.0,319.5,234.0,4.5 - (30.3%),375.0 - (32.59%)
75th percentile,-,1845.0,-,9.5,16.25,4.5,1147.5,0.0,652.0,524.5,5.5 - (46.47%),405.0 - (42.86%)
max,-,2160,-,12,18,14,1530,0,840,735,6 - (54.55%),420 - (48.00%)
total,-,12240,18240,60,98,28,7200,0,3956,3101,10,780
