operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,900,2280,9,14,4,1080,180,863.3,803.3,0 - (0.00)%,0 - (0.00)%
1,0,1620,2280,9,15,6,900,0,657.88,567.88,0 - (0.00)%,0 - (0.00)%
2,1,1980,2280,7,12,4,750,0,437.48,332.48,2 - (16.67)%,120 - (16.00)%
3,0,1080,2280,6,9,0,540,0,470.26,410.26,0 - (0.00)%,0 - (0.00)%
4,1,2160,2280,6,13,1,960,0,501.22,396.22,7 - (53.85)%,540 - (56.25)%
5,0,1440,2280,8,8,8,660,0,533.69,458.69,0 - (0.00)%,0 - (0.00)%
6,0,1800,2280,7,12,0,1050,0,634.81,559.81,0 - (0.00)%,0 - (0.00)%
7,0,1260,2280,8,13,5,930,0,527.22,437.22,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,12.0,3.5,858.75,22.5,578.23,495.73,4.5 - (35.26%),330.0 - (36.12%)
min,-,900,-,6,8,0,540,0,437.48,332.48,2 - (16.67%),120 - (16.00%)
25th percentile,-,1215.0,-,6.75,11.25,0.75,727.5,0.0,493.48,406.75,3.25 - (25.97%),225.0 - (26.06%)
75th percentile,-,1845.0,-,8.25,13.25,5.25,982.5,0.0,640.58,561.83,5.75 - (44.56%),435.0 - (46.19%)
max,-,2160,-,9,15,8,1080,180,863.3,803.3,7 - (53.85%),540 - (56.25%)
total,-,12240,18240,60,96,28,6870,180,4625.860000000001,3965.86,9,660
