operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,10,21,2,1260,0,683,488,0 - (0.00)%,0 - (0.00)%
1,1,2160,2280,11,18,5,1290,0,513,348,7 - (38.89)%,570 - (44.19)%
2,0,1260,2280,6,16,0,960,0,434,314,0 - (0.00)%,0 - (0.00)%
3,1,1980,2280,9,18,0,1140,0,584,434,11 - (61.11)%,660 - (57.89)%
4,0,900,2280,9,17,0,1230,330,682,502,0 - (0.00)%,0 - (0.00)%
5,0,1800,2280,3,5,0,480,0,203,188,0 - (0.00)%,0 - (0.00)%
6,0,1620,2280,7,14,1,1260,0,744,654,0 - (0.00)%,0 - (0.00)%
7,0,1080,2280,5,12,0,810,0,670,610,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.12,1.0,1053.75,41.25,564.12,442.25,9.0 - (50.0%),615.0 - (51.04%)
min,-,900,-,3,5,0,480,0,203,188,7 - (38.89%),570 - (44.19%)
25th percentile,-,1215.0,-,5.75,13.5,0.0,922.5,0.0,493.25,339.5,8.0 - (44.44%),592.5 - (47.61%)
75th percentile,-,1845.0,-,9.25,18.0,1.25,1260.0,0.0,682.25,529.0,10.0 - (55.56%),637.5 - (54.46%)
max,-,2160,-,11,21,5,1290,330,744,654,11 - (61.11%),660 - (57.89%)
total,-,12240,18240,60,121,8,8430,330,4513,3538,18,1230
