operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1800,2280,2,3,0,180,0,236,236,0 - (0.00)%,0 - (0.00)%
1,0,900,2280,5,11,0,840,0,463,418,0 - (0.00)%,0 - (0.00)%
2,0,1080,2280,9,15,3,1110,30,549,444,0 - (0.00)%,0 - (0.00)%
3,1,2160,2280,12,21,6,1350,0,603,378,10 - (47.62)%,600 - (44.44)%
4,1,1980,2280,7,16,1,1080,0,879,804,8 - (50.00)%,540 - (50.00)%
5,0,1620,2280,7,14,1,1110,0,795,705,0 - (0.00)%,0 - (0.00)%
6,0,1260,2280,9,15,2,1140,0,472,382,0 - (0.00)%,0 - (0.00)%
7,0,1440,2280,9,15,3,960,0,504,414,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,13.75,2.0,971.25,3.75,562.62,472.62,9.0 - (48.81%),570.0 - (47.22%)
min,-,900,-,2,3,0,180,0,236,236,8 - (47.62%),540 - (44.44%)
25th percentile,-,1215.0,-,6.5,13.25,0.75,930.0,0.0,469.75,381.0,8.5 - (48.22%),555.0 - (45.83%)
75th percentile,-,1845.0,-,9.0,15.25,3.0,1117.5,0.0,651.0,509.25,9.5 - (49.4%),585.0 - (48.61%)
max,-,2160,-,12,21,6,1350,30,879,804,10 - (50.00%),600 - (50.00%)
total,-,12240,18240,60,110,16,7770,30,4501,3781,18,1140
