operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1080,2280,7,13,0,1020,0,559.9,484.9,0 - (0.00)%,0 - (0.00)%
1,1,2160,2280,10,15,4,960,0,614.48,494.48,5 - (33.33)%,360 - (37.50)%
2,1,1980,2280,8,19,0,1410,0,854.13,734.13,8 - (42.11)%,600 - (42.55)%
3,0,1440,2280,9,18,1,1380,0,638.2,488.2,0 - (0.00)%,0 - (0.00)%
4,0,1620,2280,7,14,1,840,0,700.86,610.86,0 - (0.00)%,0 - (0.00)%
5,0,900,2280,7,20,0,1350,450,712.16,607.16,0 - (0.00)%,0 - (0.00)%
6,0,1800,2280,5,8,0,720,0,330.42,285.42,0 - (0.00)%,0 - (0.00)%
7,0,1260,2280,7,13,0,960,0,492.84,372.84,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.0,0.75,1080.0,56.25,612.87,509.75,6.5 - (37.72%),480.0 - (40.02%)
min,-,900,-,5,8,0,720,0,330.42,285.42,5 - (33.33%),360 - (37.50%)
25th percentile,-,1215.0,-,7.0,13.0,0.0,930.0,0.0,543.14,456.88,5.75 - (35.52%),420.0 - (38.76%)
75th percentile,-,1845.0,-,8.25,18.25,1.0,1357.5,0.0,703.68,608.08,7.25 - (39.92%),540.0 - (41.29%)
max,-,2160,-,10,20,4,1410,450,854.13,734.13,8 - (42.11%),600 - (42.55%)
total,-,12240,18240,60,120,6,8640,450,4902.99,4077.99,13,960
