operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,2160,2280,4,11,0,780,0,754.42,754.42,4 - (36.36)%,300 - (38.46)%
1,0,1200,2280,8,18,4,1080,0,907.31,862.31,0 - (0.00)%,0 - (0.00)%
2,0,1320,2280,6,9,0,900,0,612.83,582.83,0 - (0.00)%,0 - (0.00)%
3,0,1800,2280,5,9,2,870,0,540.31,540.31,0 - (0.00)%,0 - (0.00)%
4,1,2040,2280,8,16,1,1200,0,860.95,815.95,4 - (25.00)%,300 - (25.00)%
5,0,1380,2280,3,6,0,510,0,216.15,201.15,0 - (0.00)%,0 - (0.00)%
6,1,1860,2280,9,15,4,1050,0,825.14,810.14,8 - (53.33)%,540 - (51.43)%
7,0,960,2280,10,18,2,1200,240,865.68,835.68,0 - (0.00)%,0 - (0.00)%
8,0,1020,2280,11,18,3,1380,360,922.49,892.49,0 - (0.00)%,0 - (0.00)%
9,1,1980,2280,9,14,1,1050,0,830.05,785.05,2 - (14.29)%,150 - (14.29)%
10,0,1740,2280,9,15,7,1020,0,874.9,874.9,0 - (0.00)%,0 - (0.00)%
11,0,1440,2280,9,14,2,990,0,648.88,618.88,0 - (0.00)%,0 - (0.00)%
12,0,1140,2280,9,16,2,1080,0,846.31,771.31,0 - (0.00)%,0 - (0.00)%
13,0,1560,2280,11,17,4,1500,0,907.0,817.0,0 - (0.00)%,0 - (0.00)%
14,0,1620,2280,6,11,0,840,0,564.82,519.82,0 - (0.00)%,0 - (0.00)%
15,0,900,2280,3,4,0,240,0,150.61,120.61,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,13.19,2.0,980.62,37.5,707.99,675.18,4.5 - (32.24%),322.5 - (32.3%)
min,-,900,-,3,4,0,240,0,150.61,120.61,2 - (14.29%),150 - (14.29%)
25th percentile,-,1185.0,-,5.75,10.5,0.0,862.5,0.0,600.83,572.2,3.5 - (22.32%),262.5 - (22.32%)
75th percentile,-,1815.0,-,9.0,16.25,3.25,1110.0,0.0,867.98,821.67,5.0 - (40.6%),360.0 - (41.7%)
max,-,2160,-,11,18,7,1500,360,922.49,892.49,8 - (53.33%),540 - (51.43%)
total,-,24120,36480,120,211,32,15690,600,11327.849999999999,10802.849999999999,18,1290
