operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,2160,2280,9,18,4,1170,0,1334.07,1304.07,8 - (44.44)%,480 - (41.03)%
1,0,1020,2280,11,20,4,1380,360,893.79,788.79,0 - (0.00)%,0 - (0.00)%
2,0,1140,2280,7,15,0,1110,0,689.17,569.17,0 - (0.00)%,0 - (0.00)%
3,0,1440,2280,6,15,1,1080,0,559.99,394.99,0 - (0.00)%,0 - (0.00)%
4,0,1800,2280,8,17,0,1290,0,826.75,766.75,0 - (0.00)%,0 - (0.00)%
5,0,1740,2280,3,6,0,540,0,144.27,84.27,0 - (0.00)%,0 - (0.00)%
6,1,1980,2280,7,17,0,1140,0,1201.76,1081.76,6 - (35.29)%,360 - (31.58)%
7,1,2040,2280,7,15,1,1080,0,1093.89,1063.89,4 - (26.67)%,300 - (27.78)%
8,0,1620,2280,8,19,3,1140,0,529.09,364.09,0 - (0.00)%,0 - (0.00)%
9,0,1380,2280,4,7,0,510,0,613.19,583.19,0 - (0.00)%,0 - (0.00)%
10,1,1860,2280,12,14,5,1080,0,1475.22,1415.22,10 - (71.43)%,840 - (77.78)%
11,0,900,2280,7,14,1,1020,120,724.01,679.01,0 - (0.00)%,0 - (0.00)%
12,0,1320,2280,9,19,0,1380,60,924.8,894.8,0 - (0.00)%,0 - (0.00)%
13,0,960,2280,8,14,1,930,0,1177.74,1177.74,0 - (0.00)%,0 - (0.00)%
14,0,1560,2280,7,11,1,780,0,754.71,724.71,0 - (0.00)%,0 - (0.00)%
15,0,1200,2280,7,13,3,900,0,1410.18,1380.18,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,14.62,1.5,1033.12,33.75,897.04,829.54,7.0 - (44.46%),495.0 - (44.54%)
min,-,900,-,3,6,0,510,0,144.27,84.27,4 - (26.67%),300 - (27.78%)
25th percentile,-,1185.0,-,7.0,13.75,0.0,922.5,0.0,670.18,579.69,5.5 - (33.14%),345.0 - (30.63%)
75th percentile,-,1815.0,-,8.25,17.25,3.0,1147.5,0.0,1183.74,1105.76,8.5 - (51.19%),570.0 - (50.22%)
max,-,2160,-,12,20,5,1380,360,1475.22,1415.22,10 - (71.43%),840 - (77.78%)
total,-,24120,36480,120,234,24,16530,540,14352.630000000001,13272.630000000001,28,1980
