operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1140,2280,7,16,0,1290,150,654.46,579.46,0 - (0.00)%,0 - (0.00)%
1,0,1620,2280,8,14,0,1020,0,497.87,407.87,0 - (0.00)%,0 - (0.00)%
2,0,960,2280,9,14,3,840,0,419.83,269.83,0 - (0.00)%,0 - (0.00)%
3,1,2040,2280,8,18,0,1200,0,793.22,733.22,9 - (50.00)%,660 - (55.00)%
4,0,1320,2280,10,18,0,1320,0,780.96,720.96,0 - (0.00)%,0 - (0.00)%
5,0,1200,2280,7,19,0,1200,0,792.05,732.05,0 - (0.00)%,0 - (0.00)%
6,0,1440,2280,6,13,0,1140,0,458.19,383.19,0 - (0.00)%,0 - (0.00)%
7,0,1380,2280,5,8,0,540,0,377.27,332.27,0 - (0.00)%,0 - (0.00)%
8,0,900,2280,5,10,0,660,0,482.04,452.04,0 - (0.00)%,0 - (0.00)%
9,0,1560,2280,6,14,0,1320,0,600.59,540.59,0 - (0.00)%,0 - (0.00)%
10,1,1860,2280,10,17,2,1290,0,975.94,930.94,6 - (35.29)%,510 - (39.53)%
11,0,1020,2280,3,6,0,570,0,320.45,275.45,0 - (0.00)%,0 - (0.00)%
12,0,1800,2280,7,13,2,930,0,739.23,664.23,0 - (0.00)%,0 - (0.00)%
13,1,1980,2280,12,17,4,1230,0,591.19,456.19,11 - (64.71)%,840 - (68.29)%
14,0,1740,2280,8,20,0,1320,0,696.53,561.53,0 - (0.00)%,0 - (0.00)%
15,1,2160,2280,9,17,0,1380,0,854.22,734.22,10 - (58.82)%,840 - (60.87)%

mean,-,1507.5,2280.0,7.5,14.62,0.69,1078.12,9.38,627.13,548.38,9.0 - (52.2%),712.5 - (55.92%)
min,-,900,-,3,6,0,540,0,320.45,269.83,6 - (35.29%),510 - (39.53%)
25th percentile,-,1185.0,-,6.0,13.0,0.0,907.5,0.0,476.08,401.7,8.25 - (46.32%),622.5 - (51.13%)
75th percentile,-,1815.0,-,9.0,17.25,0.5,1297.5,0.0,783.73,723.73,10.25 - (60.29%),840.0 - (62.72%)
max,-,2160,-,12,20,4,1380,150,975.94,930.94,11 - (64.71%),840 - (68.29%)
total,-,24120,36480,120,234,11,17250,150,10034.04,8774.04,36,2850
