operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1140,2280,9,17,0,1020,0,673.51,568.51,0 - (0.00)%,0 - (0.00)%
1,0,1800,2280,6,10,0,720,0,687.95,627.95,0 - (0.00)%,0 - (0.00)%
2,0,1440,2280,8,14,3,1080,0,843.7,798.7,0 - (0.00)%,0 - (0.00)%
3,0,1200,2280,10,17,4,1170,0,729.9,639.9,0 - (0.00)%,0 - (0.00)%
4,0,1560,2280,7,16,0,1170,0,667.66,592.66,0 - (0.00)%,0 - (0.00)%
5,0,1380,2280,8,17,0,1410,30,1059.89,1029.89,0 - (0.00)%,0 - (0.00)%
6,1,2040,2280,8,17,1,1290,0,939.66,864.66,7 - (41.18)%,510 - (39.53)%
7,0,900,2280,5,11,0,960,60,712.94,682.94,0 - (0.00)%,0 - (0.00)%
8,0,1740,2280,8,12,3,960,0,593.28,473.28,0 - (0.00)%,0 - (0.00)%
9,0,1320,2280,5,10,0,720,0,616.62,556.62,0 - (0.00)%,0 - (0.00)%
10,0,1620,2280,7,14,0,1050,0,660.62,570.62,0 - (0.00)%,0 - (0.00)%
11,1,2160,2280,10,18,0,1260,0,1070.34,980.34,6 - (33.33)%,360 - (28.57)%
12,1,1980,2280,9,18,4,1260,0,825.45,795.45,9 - (50.00)%,600 - (47.62)%
13,1,1860,2280,10,24,1,1620,0,884.17,674.17,12 - (50.00)%,780 - (48.15)%
14,0,1020,2280,5,9,1,810,0,750.37,705.37,0 - (0.00)%,0 - (0.00)%
15,0,960,2280,5,10,0,690,0,636.78,606.78,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,14.62,1.06,1074.38,5.62,772.05,697.99,8.5 - (43.63%),562.5 - (40.97%)
min,-,900,-,5,9,0,690,0,593.28,473.28,6 - (33.33%),360 - (28.57%)
25th percentile,-,1185.0,-,5.75,10.75,0.0,922.5,0.0,665.9,587.15,6.75 - (39.22%),472.5 - (36.79%)
75th percentile,-,1815.0,-,9.0,17.0,1.5,1260.0,0.0,853.82,796.26,9.75 - (50.0%),645.0 - (47.75%)
max,-,2160,-,10,24,4,1620,60,1070.34,1029.89,12 - (50.00%),780 - (48.15%)
total,-,24120,36480,120,234,17,17190,90,12352.84,11167.84,34,2250
