operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1380,2280,8,10,4,720,0,795.76,780.76,0 - (0.00)%,0 - (0.00)%
1,0,1320,2280,8,10,6,720,0,757.12,742.12,0 - (0.00)%,0 - (0.00)%
2,0,1020,2280,14,16,15,1140,120,797.35,752.35,0 - (0.00)%,0 - (0.00)%
3,0,1440,2280,3,6,0,360,0,378.79,348.79,0 - (0.00)%,0 - (0.00)%
4,0,1560,2280,7,8,4,630,0,543.82,483.82,0 - (0.00)%,0 - (0.00)%
5,0,1620,2280,10,18,4,1290,0,1453.8,1408.8,0 - (0.00)%,0 - (0.00)%
6,0,1140,2280,8,14,6,960,0,1086.17,1026.17,0 - (0.00)%,0 - (0.00)%
7,1,2160,2280,7,11,2,900,0,976.87,946.87,3 - (27.27)%,180 - (20.00)%
8,0,900,2280,5,13,0,900,0,800.68,755.68,0 - (0.00)%,0 - (0.00)%
9,0,1200,2280,5,8,2,630,0,891.53,891.53,0 - (0.00)%,0 - (0.00)%
10,1,1980,2280,7,13,3,780,0,705.6,690.6,1 - (7.69)%,60 - (7.69)%
11,0,1740,2280,3,7,0,420,0,490.75,490.75,0 - (0.00)%,0 - (0.00)%
12,1,2040,2280,9,19,0,1200,0,685.73,550.73,11 - (57.89)%,690 - (57.50)%
13,1,1860,2280,7,12,4,960,0,667.84,577.84,5 - (41.67)%,330 - (34.38)%
14,0,1800,2280,10,13,5,900,0,705.48,690.48,0 - (0.00)%,0 - (0.00)%
15,0,960,2280,9,14,5,1080,120,820.58,715.58,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,12.0,3.75,849.38,15.0,784.87,740.8,5.0 - (33.63%),315.0 - (29.89%)
min,-,900,-,3,6,0,360,0,378.79,348.79,1 - (7.69%),60 - (7.69%)
25th percentile,-,1185.0,-,6.5,9.5,1.5,697.5,0.0,681.26,571.06,2.5 - (22.38%),150.0 - (16.92%)
75th percentile,-,1815.0,-,9.0,14.0,5.0,990.0,0.0,838.32,808.45,6.5 - (45.72%),420.0 - (40.16%)
max,-,2160,-,14,19,15,1290,120,1453.8,1408.8,11 - (57.89%),690 - (57.50%)
total,-,24120,36480,120,192,60,13590,240,12557.87,11852.869999999999,20,1260
