operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1800,2280,6,15,0,1080,0,739.83,634.83,0 - (0.00)%,0 - (0.00)%
1,1,1980,2280,10,22,1,1620,0,850.17,685.17,10 - (45.45)%,690 - (42.59)%
2,0,1620,2280,5,8,1,660,0,260.9,155.9,0 - (0.00)%,0 - (0.00)%
3,0,900,2280,6,14,0,1080,180,641.22,581.22,0 - (0.00)%,0 - (0.00)%
4,0,1260,2280,10,22,2,1500,240,632.25,392.25,0 - (0.00)%,0 - (0.00)%
5,0,1080,2280,8,18,1,1080,0,861.84,861.84,0 - (0.00)%,0 - (0.00)%
6,0,1440,2280,6,10,0,870,0,210.0,0,0 - (0.00)%,0 - (0.00)%
7,1,2160,2280,9,15,0,960,0,525.47,405.47,10 - (66.67)%,660 - (68.75)%

mean,-,1530.0,2280.0,7.5,15.5,0.62,1106.25,52.5,590.21,464.58,10.0 - (56.06%),675.0 - (55.67%)
min,-,900,-,5,8,0,660,0,210.0,0.0,10 - (45.45%),660 - (42.59%)
25th percentile,-,1215.0,-,6.0,13.0,0.0,937.5,0.0,459.33,333.16,10.0 - (50.76%),667.5 - (49.13%)
75th percentile,-,1845.0,-,9.25,19.0,1.0,1185.0,45.0,767.42,647.42,10.0 - (61.36%),682.5 - (62.21%)
max,-,2160,-,10,22,2,1620,240,861.84,861.84,10 - (66.67%),690 - (68.75%)
total,-,12240,18240,60,124,5,8850,420,4721.68,3716.6800000000003,20,1350
