operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1800,2280,8,17,3,1110,0,1151,1046,0 - (0.00)%,0 - (0.00)%
1,0,1440,2280,11,17,10,1140,0,584,419,0 - (0.00)%,0 - (0.00)%
2,0,900,2280,7,12,3,900,0,562,487,0 - (0.00)%,0 - (0.00)%
3,1,1980,2280,9,16,2,960,0,842,767,11 - (68.75)%,660 - (68.75)%
4,1,2160,2280,7,13,1,900,0,790,700,7 - (53.85)%,420 - (46.67)%
5,0,1080,2280,0,0,0,0,0,0,0,0 - (0.00)%,0 - (0.00)%
6,0,1260,2280,7,13,0,990,0,448,328,0 - (0.00)%,0 - (0.00)%
7,0,1620,2280,11,22,3,1380,0,807,642,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,13.75,2.75,922.5,0.0,648.0,548.62,9.0 - (61.3%),540.0 - (57.71%)
min,-,900,-,0,0,0,0,0,0,0,7 - (53.85%),420 - (46.67%)
25th percentile,-,1215.0,-,7.0,12.75,0.75,900.0,0.0,533.5,396.25,8.0 - (57.58%),480.0 - (52.19%)
75th percentile,-,1845.0,-,9.5,17.0,3.0,1117.5,0.0,815.75,716.75,10.0 - (65.03%),600.0 - (63.23%)
max,-,2160,-,11,22,10,1380,0,1151,1046,11 - (68.75%),660 - (68.75%)
total,-,12240,18240,60,110,22,7380,0,5184,4389,18,1080
