operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1260,2280,3,6,0,420,0,231,156,0 - (0.00)%,0 - (0.00)%
1,0,1800,2280,8,12,1,1020,0,439,289,0 - (0.00)%,0 - (0.00)%
2,1,2160,2280,11,20,4,1350,0,738,663,11 - (55.00)%,780 - (57.78)%
3,1,1980,2280,11,20,2,1380,0,739,469,14 - (70.00)%,1020 - (73.91)%
4,0,1080,2280,4,9,0,540,0,401,326,0 - (0.00)%,0 - (0.00)%
5,0,1620,2280,8,16,1,1260,0,411,156,0 - (0.00)%,0 - (0.00)%
6,0,1440,2280,6,14,0,1050,0,285,0,0 - (0.00)%,0 - (0.00)%
7,0,900,2280,9,21,0,1350,450,530,350,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.75,1.0,1046.25,56.25,471.75,301.12,12.5 - (62.5%),900.0 - (65.84%)
min,-,900,-,3,6,0,420,0,231,0,11 - (55.00%),780 - (57.78%)
25th percentile,-,1215.0,-,5.5,11.25,0.0,900.0,0.0,372.0,156.0,11.75 - (58.75%),840.0 - (61.81%)
75th percentile,-,1845.0,-,9.5,20.0,1.25,1350.0,0.0,582.0,379.75,13.25 - (66.25%),960.0 - (69.88%)
max,-,2160,-,11,21,4,1380,450,739,663,14 - (70.00%),1020 - (73.91%)
total,-,12240,18240,60,118,8,8370,450,3774,2409,25,1800
