operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1800,2280,3,6,1,510,0,243,198,0 - (0.00)%,0 - (0.00)%
1,1,2160,2280,7,13,2,870,0,458,308,5 - (38.46)%,300 - (34.48)%
2,0,900,2280,6,11,1,780,0,494,374,0 - (0.00)%,0 - (0.00)%
3,1,1980,2280,10,15,4,1200,0,388,163,10 - (66.67)%,840 - (70.00)%
4,0,1440,2280,10,21,5,1380,0,894,789,0 - (0.00)%,0 - (0.00)%
5,0,1620,2280,7,8,4,600,0,574,574,0 - (0.00)%,0 - (0.00)%
6,0,1260,2280,7,12,1,840,0,665,620,0 - (0.00)%,0 - (0.00)%
7,0,1080,2280,10,19,0,1260,180,770,695,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,13.12,2.25,930.0,22.5,560.75,465.12,7.5 - (52.56%),570.0 - (52.24%)
min,-,900,-,3,6,0,510,0,243,163,5 - (38.46%),300 - (34.48%)
25th percentile,-,1215.0,-,6.75,10.25,1.0,735.0,0.0,440.5,280.5,6.25 - (45.51%),435.0 - (43.36%)
75th percentile,-,1845.0,-,10.0,16.0,4.0,1215.0,0.0,691.25,638.75,8.75 - (59.62%),705.0 - (61.12%)
max,-,2160,-,10,21,5,1380,180,894,789,10 - (66.67%),840 - (70.00%)
total,-,12240,18240,60,105,18,7440,180,4486,3721,15,1140
