operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,7,16,1,1140,0,429.39,294.39,0 - (0.00)%,0 - (0.00)%
1,0,1260,2280,10,14,11,840,0,285.0,0,0 - (0.00)%,0 - (0.00)%
2,0,900,2280,4,9,0,720,0,470.52,440.52,0 - (0.00)%,0 - (0.00)%
3,0,1800,2280,12,16,8,1260,0,550.24,400.24,0 - (0.00)%,0 - (0.00)%
4,1,1980,2280,8,15,1,1020,0,468.53,348.53,6 - (40.00)%,360 - (35.29)%
5,0,1080,2280,7,10,0,660,0,339.98,264.98,0 - (0.00)%,0 - (0.00)%
6,0,1620,2280,5,9,1,720,0,253.28,148.28,0 - (0.00)%,0 - (0.00)%
7,1,2160,2280,7,16,1,1140,0,543.4,483.4,5 - (31.25)%,390 - (34.21)%

mean,-,1530.0,2280.0,7.5,13.12,2.88,937.5,0.0,417.54,297.54,5.5 - (35.62%),375.0 - (34.75%)
min,-,900,-,4,9,0,660,0,253.28,0.0,5 - (31.25%),360 - (34.21%)
25th percentile,-,1215.0,-,6.5,9.75,0.75,720.0,0.0,326.24,235.8,5.25 - (33.44%),367.5 - (34.48%)
75th percentile,-,1845.0,-,8.5,16.0,2.75,1140.0,0.0,488.74,410.31,5.75 - (37.81%),382.5 - (35.02%)
max,-,2160,-,12,16,11,1260,0,550.24,483.4,6 - (40.00%),390 - (35.29%)
total,-,12240,18240,60,105,23,7500,0,3340.34,2380.34,11,750
