operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,900,2280,7,10,0,900,0,305,200,0 - (0.00)%,0 - (0.00)%
1,0,1440,2280,7,14,0,960,0,533,413,0 - (0.00)%,0 - (0.00)%
2,0,1080,2280,5,10,0,750,0,568,523,0 - (0.00)%,0 - (0.00)%
3,0,1260,2280,5,14,0,930,0,357,132,0 - (0.00)%,0 - (0.00)%
4,0,1620,2280,9,14,3,1080,0,677,587,0 - (0.00)%,0 - (0.00)%
5,1,1980,2280,10,21,2,1590,0,564,264,13 - (61.90)%,840 - (52.83)%
6,0,1800,2280,7,10,2,840,0,352,262,0 - (0.00)%,0 - (0.00)%
7,1,2160,2280,10,16,3,1140,0,476,296,8 - (50.00)%,570 - (50.00)%

mean,-,1530.0,2280.0,7.5,13.62,1.25,1023.75,0.0,479.0,334.62,10.5 - (55.95%),705.0 - (51.42%)
min,-,900,-,5,10,0,750,0,305,132,8 - (50.00%),570 - (50.00%)
25th percentile,-,1215.0,-,6.5,10.0,0.0,885.0,0.0,355.75,246.5,9.25 - (52.98%),637.5 - (50.71%)
75th percentile,-,1845.0,-,9.25,14.5,2.25,1095.0,0.0,565.0,440.5,11.75 - (58.92%),772.5 - (52.12%)
max,-,2160,-,10,21,3,1590,0,677,587,13 - (61.90%),840 - (52.83%)
total,-,12240,18240,60,109,10,8190,0,3832,2677,21,1410
