operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1260,2280,12,17,5,1230,0,426.96,156.96,0 - (0.00)%,0 - (0.00)%
1,0,1440,2280,3,5,0,480,0,301.89,271.89,0 - (0.00)%,0 - (0.00)%
2,0,1080,2280,5,12,0,840,0,507.41,417.41,0 - (0.00)%,0 - (0.00)%
3,0,1620,2280,7,20,1,1230,0,484.7,229.7,0 - (0.00)%,0 - (0.00)%
4,1,2160,2280,9,14,2,1080,0,467.85,332.85,8 - (57.14)%,570 - (52.78)%
5,0,1800,2280,8,17,0,1110,0,512.85,332.85,0 - (0.00)%,0 - (0.00)%
6,0,900,2280,5,10,1,720,0,356.28,266.28,0 - (0.00)%,0 - (0.00)%
7,1,1980,2280,11,24,2,1590,0,572.12,287.12,17 - (70.83)%,1080 - (67.92)%

mean,-,1530.0,2280.0,7.5,14.88,1.38,1035.0,0.0,453.76,286.88,12.5 - (63.98%),825.0 - (60.35%)
min,-,900,-,3,5,0,480,0,301.89,156.96,8 - (57.14%),570 - (52.78%)
25th percentile,-,1215.0,-,5.0,11.5,0.0,810.0,0.0,409.29,257.14,10.25 - (60.56%),697.5 - (56.56%)
75th percentile,-,1845.0,-,9.5,17.75,2.0,1230.0,0.0,508.77,332.85,14.75 - (67.41%),952.5 - (64.14%)
max,-,2160,-,12,24,5,1590,0,572.12,417.41,17 - (70.83%),1080 - (67.92%)
total,-,12240,18240,60,119,11,8280,0,3630.06,2295.06,25,1650
